test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 15,  02 , 0.940, 0.959, 1.000, 0.553, 0.928, 0.939, 1.000, 0.554, 1.000, 1.000, 1.000, 0.526, 0.919, 0.945, 1.000, 0.810, 1.000, 1.000, 1.000, 0.000
test03
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  03 , 0.941, 0.962, 1.000, 0.200, 0.941, 0.962, 1.000, 0.207, 0.941, 0.966, 1.000, 0.875, 0.941, 0.966, 1.000, 0.875, 1.000, 1.000, 1.000, 0.000
 02,  03 , 0.986, 0.997, 1.000, 0.271, 0.986, 0.997, 1.000, 0.221, 0.986, 0.997, 1.000, 0.728, 0.986, 0.997, 1.000, 0.736, 1.000, 1.000, 1.000, 0.000
 03,  03 , 0.986, 0.997, 1.000, 0.206, 0.918, 0.949, 1.000, 0.206, 0.986, 0.997, 1.000, 0.699, 0.986, 0.997, 1.000, 0.642, 1.000, 1.000, 1.000, 0.000
 04,  03 , 0.987, 0.997, 1.000, 0.246, 0.857, 0.907, 0.994, 0.266, 0.987, 0.997, 1.000, 0.704, 0.987, 0.997, 1.000, 0.823, 1.000, 1.000, 1.000, 0.000
 05,  03 , 0.987, 0.997, 1.000, 0.615, 0.924, 0.954, 0.989, 0.806, 0.987, 0.997, 1.000, 0.903, 0.987, 0.997, 1.000, 0.688, 1.000, 1.000, 1.000, 0.000
 06,  03 , 0.988, 0.997, 1.000, 0.272, 0.926, 0.955, 0.995, 0.275, 0.988, 0.997, 1.000, 0.335, 0.988, 0.997, 1.000, 0.335, 1.000, 1.000, 1.000, 0.000
 07,  03 , 0.988, 0.997, 1.000, 0.303, 0.928, 0.957, 0.990, 0.358, 0.946, 0.955, 1.000, 0.348, 0.988, 0.997, 1.000, 0.351, 1.000, 1.000, 1.000, 0.000
 08,  03 , 0.988, 0.998, 1.000, 0.321, 0.885, 0.912, 0.950, 0.329, 0.930, 0.958, 1.000, 0.565, 0.988, 0.998, 1.000, 0.436, 1.000, 1.000, 1.000, 0.000
 09,  03 , 0.987, 0.998, 0.996, 0.592, 0.921, 0.924, 0.956, 0.588, 0.930, 0.960, 0.996, 0.602, 0.972, 0.987, 1.000, 0.399, 1.000, 1.000, 1.000, 0.000
 10,  03 , 0.988, 0.998, 0.997, 0.692, 0.881, 0.889, 0.951, 0.688, 0.957, 0.977, 0.997, 0.729, 0.973, 0.988, 1.000, 0.684, 1.000, 1.000, 1.000, 0.000
 11,  03 , 0.987, 0.998, 0.996, 0.418, 0.884, 0.892, 0.942, 0.497, 0.962, 0.980, 0.997, 0.599, 0.931, 0.950, 1.000, 0.431, 1.000, 1.000, 1.000, 0.000
 12,  03 , 0.988, 0.998, 0.996, 0.447, 0.839, 0.861, 0.924, 0.520, 0.964, 0.981, 0.992, 0.722, 0.927, 0.954, 1.000, 0.542, 1.000, 1.000, 1.000, 0.000
 13,  03 , 0.983, 0.998, 0.990, 0.657, 0.840, 0.873, 0.972, 0.992, 0.978, 0.985, 0.993, 0.812, 0.920, 0.954, 1.000, 0.655, 1.000, 1.000, 1.000, 0.000
 14,  03 , 0.949, 0.963, 0.997, 0.843, 0.841, 0.876, 1.000, 0.758, 0.983, 0.993, 0.982, 0.691, 0.874, 0.919, 1.000, 0.779, 1.000, 1.000, 1.000, 0.000
 15,  03 , 0.999, 1.000, 0.997, 0.753, 0.845, 0.880, 1.000, 0.831, 0.988, 0.998, 0.995, 0.759, 0.924, 0.957, 1.000, 0.616, 1.000, 1.000, 1.000, 0.000
test04
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  04 , 0.819, 0.865, 0.980, 0.211, 0.818, 0.867, 0.983, 0.204, 0.808, 0.869, 0.969, 1.184, 0.808, 0.869, 0.969, 1.179, 1.000, 1.000, 1.000, 0.000
 02,  04 , 0.824, 0.869, 0.990, 0.203, 0.769, 0.847, 0.994, 0.202, 0.869, 0.895, 0.996, 1.647, 0.869, 0.895, 0.996, 1.578, 1.000, 1.000, 1.000, 0.000
 03,  04 , 0.768, 0.829, 0.971, 0.218, 0.719, 0.808, 0.980, 0.213, 0.810, 0.854, 0.958, 0.577, 0.810, 0.854, 0.958, 0.563, 1.000, 1.000, 1.000, 0.000
 04,  04 , 0.834, 0.876, 0.995, 0.287, 0.727, 0.814, 0.993, 0.229, 0.878, 0.901, 0.997, 0.912, 0.878, 0.901, 0.997, 0.917, 1.000, 1.000, 1.000, 0.000
 05,  04 , 0.840, 0.880, 1.000, 0.256, 0.714, 0.791, 1.000, 0.367, 0.955, 0.958, 0.997, 1.003, 0.955, 0.958, 0.997, 1.003, 1.000, 1.000, 1.000, 0.000
 06,  04 , 0.506, 0.745, 1.000, 0.316, 0.472, 0.691, 1.000, 0.358, 0.988, 0.980, 1.000, 0.392, 1.000, 1.000, 1.000, 0.480, 1.000, 1.000, 1.000, 0.000
 07,  04 , 0.512, 0.744, 0.975, 0.384, 0.476, 0.695, 0.996, 0.401, 0.988, 0.981, 1.000, 0.352, 1.000, 1.000, 1.000, 0.345, 1.000, 1.000, 1.000, 0.000
 08,  04 , 0.497, 0.719, 0.915, 0.439, 0.494, 0.721, 1.000, 0.364, 0.988, 0.982, 1.000, 0.365, 0.953, 0.961, 1.000, 0.371, 1.000, 1.000, 1.000, 0.000
 09,  04 , 0.587, 0.768, 1.000, 0.504, 0.715, 0.843, 1.000, 0.412, 0.989, 0.982, 1.000, 0.388, 0.954, 0.962, 1.000, 0.381, 1.000, 1.000, 1.000, 0.000
 10,  04 , 0.595, 0.774, 0.995, 0.622, 0.722, 0.847, 1.000, 0.384, 0.989, 0.983, 1.000, 0.412, 0.961, 0.965, 1.000, 0.567, 1.000, 1.000, 1.000, 0.000
 11,  04 , 0.601, 0.779, 0.965, 0.566, 0.728, 0.850, 1.000, 0.413, 0.989, 0.983, 1.000, 0.500, 0.962, 0.966, 1.000, 0.429, 1.000, 1.000, 1.000, 0.000
 12,  04 , 0.610, 0.783, 0.974, 0.516, 0.699, 0.823, 0.966, 0.432, 0.989, 0.983, 1.000, 0.457, 1.000, 1.000, 1.000, 0.517, 1.000, 1.000, 1.000, 0.000
 13,  04 , 0.593, 0.766, 0.976, 0.624, 0.682, 0.803, 0.987, 0.766, 0.954, 0.956, 1.000, 0.476, 0.964, 0.972, 1.000, 0.498, 1.000, 1.000, 1.000, 0.000
 14,  04 , 0.807, 0.873, 1.000, 0.722, 0.689, 0.807, 0.988, 0.841, 0.990, 0.984, 1.000, 0.600, 0.965, 0.973, 1.000, 0.504, 1.000, 1.000, 1.000, 0.000
 15,  04 , 0.772, 0.846, 0.975, 0.564, 0.661, 0.784, 0.997, 0.744, 0.990, 0.985, 1.000, 0.540, 0.920, 0.942, 0.981, 0.567, 1.000, 1.000, 1.000, 0.000
test05
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  05 , 0.970, 0.971, 1.000, 0.202, 0.941, 0.949, 1.000, 0.199, 0.970, 0.971, 1.000, 0.673, 0.970, 0.971, 1.000, 0.658, 1.000, 1.000, 1.000, 0.000
 02,  05 , 0.971, 0.972, 1.000, 0.212, 0.943, 0.951, 1.000, 0.223, 0.971, 0.972, 1.000, 0.504, 0.971, 0.972, 1.000, 0.497, 1.000, 1.000, 1.000, 0.000
 03,  05 , 0.933, 0.932, 1.000, 0.215, 0.945, 0.952, 1.000, 0.206, 0.972, 0.973, 1.000, 0.559, 0.972, 0.973, 1.000, 0.551, 1.000, 1.000, 1.000, 0.000
 04,  05 , 0.973, 0.974, 1.000, 0.282, 0.947, 0.954, 1.000, 0.232, 0.973, 0.974, 1.000, 0.616, 0.973, 0.974, 1.000, 0.605, 1.000, 1.000, 1.000, 0.000
 05,  05 , 0.974, 0.975, 1.000, 0.257, 0.948, 0.955, 1.000, 0.248, 0.974, 0.975, 1.000, 0.675, 0.974, 0.975, 1.000, 0.676, 1.000, 1.000, 1.000, 0.000
 06,  05 , 0.975, 0.976, 1.000, 0.286, 0.950, 0.957, 1.000, 0.270, 0.975, 0.976, 1.000, 0.459, 0.975, 0.976, 1.000, 0.334, 1.000, 1.000, 1.000, 0.000
 07,  05 , 0.976, 0.976, 1.000, 0.307, 0.952, 0.958, 1.000, 0.286, 0.976, 0.976, 1.000, 0.346, 0.964, 0.970, 1.000, 0.342, 1.000, 1.000, 1.000, 0.000
 08,  05 , 0.976, 0.977, 1.000, 0.336, 0.953, 0.959, 1.000, 0.324, 0.976, 0.977, 1.000, 0.370, 0.965, 0.971, 1.000, 0.363, 1.000, 1.000, 1.000, 0.000
 09,  05 , 0.977, 0.978, 1.000, 0.346, 0.954, 0.960, 1.000, 0.356, 0.977, 0.978, 1.000, 0.388, 0.966, 0.972, 1.000, 0.386, 1.000, 1.000, 1.000, 0.000
 10,  05 , 0.978, 0.978, 1.000, 0.385, 0.956, 0.961, 1.000, 0.377, 0.978, 0.978, 1.000, 0.412, 0.967, 0.972, 1.000, 0.400, 1.000, 1.000, 1.000, 0.000
 11,  05 , 0.978, 0.979, 1.000, 0.408, 0.957, 0.962, 1.000, 0.417, 0.978, 0.979, 1.000, 0.426, 0.917, 0.932, 0.974, 0.432, 1.000, 1.000, 1.000, 0.000
 12,  05 , 0.979, 0.979, 1.000, 0.437, 0.958, 0.964, 1.000, 0.449, 0.979, 0.979, 1.000, 0.458, 0.918, 0.934, 0.983, 0.519, 1.000, 1.000, 1.000, 0.000
 13,  05 , 0.980, 0.980, 1.000, 0.465, 0.959, 0.964, 1.000, 0.474, 0.980, 0.980, 1.000, 0.483, 0.920, 0.935, 0.987, 0.478, 1.000, 1.000, 1.000, 0.000
 14,  05 , 0.931, 0.948, 0.996, 0.511, 0.921, 0.930, 0.996, 0.495, 0.980, 0.981, 1.000, 0.512, 0.921, 0.940, 1.000, 0.689, 1.000, 1.000, 1.000, 0.000
 15,  05 , 0.942, 0.957, 1.000, 0.624, 0.952, 0.954, 0.996, 0.624, 0.980, 0.981, 1.000, 0.531, 0.923, 0.942, 1.000, 0.526, 1.000, 1.000, 1.000, 0.000
test06
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  06 , 0.970, 0.973, 1.000, 0.179, 0.970, 0.973, 1.000, 0.168, 0.970, 0.973, 1.000, 0.447, 0.970, 0.973, 1.000, 0.444, 1.000, 1.000, 1.000, 0.000
 02,  06 , 0.971, 0.974, 1.000, 0.202, 0.908, 0.926, 0.951, 0.194, 0.971, 0.974, 1.000, 0.499, 0.971, 0.974, 1.000, 0.495, 1.000, 1.000, 1.000, 0.000
 03,  06 , 0.972, 0.975, 1.000, 0.213, 0.911, 0.928, 0.950, 0.219, 0.972, 0.975, 1.000, 0.547, 0.972, 0.975, 1.000, 0.548, 1.000, 1.000, 1.000, 0.000
 04,  06 , 0.973, 0.976, 1.000, 0.231, 0.914, 0.931, 0.956, 0.262, 0.973, 0.976, 1.000, 0.613, 0.973, 0.976, 1.000, 0.612, 1.000, 1.000, 1.000, 0.000
 05,  06 , 0.974, 0.977, 1.000, 0.250, 0.923, 0.934, 1.000, 0.356, 0.974, 0.977, 1.000, 0.668, 0.974, 0.977, 1.000, 0.673, 1.000, 1.000, 1.000, 0.000
 06,  06 , 0.975, 0.977, 1.000, 0.268, 0.884, 0.897, 0.990, 0.358, 0.975, 0.977, 1.000, 0.338, 0.975, 0.977, 1.000, 0.321, 1.000, 1.000, 1.000, 0.000
 07,  06 , 0.976, 0.978, 1.000, 0.291, 0.887, 0.907, 0.971, 0.339, 0.976, 0.978, 1.000, 0.350, 0.976, 0.978, 1.000, 0.348, 1.000, 1.000, 1.000, 0.000
 08,  06 , 0.976, 0.979, 1.000, 0.322, 0.890, 0.910, 0.971, 0.377, 0.976, 0.979, 1.000, 0.373, 0.976, 0.979, 1.000, 0.362, 1.000, 1.000, 1.000, 0.000
 09,  06 , 0.977, 0.979, 1.000, 0.345, 0.898, 0.913, 0.978, 0.529, 0.977, 0.979, 1.000, 0.385, 0.977, 0.979, 1.000, 0.383, 1.000, 1.000, 1.000, 0.000
 10,  06 , 0.978, 0.980, 1.000, 0.388, 0.855, 0.881, 1.000, 0.600, 0.978, 0.980, 1.000, 0.406, 0.930, 0.945, 0.974, 0.408, 1.000, 1.000, 1.000, 0.000
 11,  06 , 0.978, 0.980, 1.000, 0.400, 0.858, 0.884, 1.000, 0.409, 0.978, 0.980, 1.000, 0.422, 0.935, 0.946, 0.975, 0.433, 1.000, 1.000, 1.000, 0.000
 12,  06 , 0.979, 0.981, 1.000, 0.446, 0.862, 0.888, 1.000, 0.571, 0.979, 0.981, 1.000, 0.453, 0.937, 0.947, 0.981, 0.445, 1.000, 1.000, 1.000, 0.000
 13,  06 , 0.980, 0.981, 1.000, 0.479, 0.895, 0.919, 1.000, 0.534, 0.980, 0.981, 1.000, 0.480, 0.939, 0.949, 1.000, 0.659, 1.000, 1.000, 1.000, 0.000
 14,  06 , 0.980, 0.982, 1.000, 0.526, 0.907, 0.921, 0.996, 0.799, 0.980, 0.982, 1.000, 0.510, 0.941, 0.953, 1.000, 0.599, 1.000, 1.000, 1.000, 0.000
 15,  06 , 0.980, 0.982, 1.000, 0.543, 0.909, 0.923, 1.000, 0.549, 0.980, 0.982, 1.000, 0.520, 0.942, 0.954, 1.000, 0.539, 1.000, 1.000, 1.000, 0.000
test07
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  07 , 0.926, 0.945, 1.000, 0.170, 0.870, 0.897, 1.000, 0.179, 0.926, 0.945, 1.000, 0.454, 0.926, 0.945, 1.000, 0.466, 1.000, 1.000, 1.000, 0.000
 02,  07 , 0.929, 0.947, 1.000, 0.200, 0.875, 0.900, 1.000, 0.198, 0.929, 0.947, 1.000, 0.503, 0.929, 0.947, 1.000, 0.504, 1.000, 1.000, 1.000, 0.000
 03,  07 , 0.931, 0.948, 1.000, 0.209, 0.816, 0.855, 0.970, 0.207, 0.931, 0.948, 1.000, 0.553, 0.931, 0.948, 1.000, 0.555, 1.000, 1.000, 1.000, 0.000
 04,  07 , 0.973, 0.977, 1.000, 0.278, 0.871, 0.887, 1.000, 0.321, 0.973, 0.977, 1.000, 0.910, 0.973, 0.977, 1.000, 0.901, 1.000, 1.000, 1.000, 0.000
 05,  07 , 0.974, 0.978, 1.000, 0.252, 0.828, 0.851, 0.988, 0.258, 0.974, 0.978, 1.000, 0.684, 0.974, 0.978, 1.000, 0.673, 1.000, 1.000, 1.000, 0.000
 06,  07 , 0.975, 0.979, 1.000, 0.271, 0.832, 0.854, 1.000, 0.265, 0.975, 0.979, 1.000, 0.339, 0.975, 0.979, 1.000, 0.328, 1.000, 1.000, 1.000, 0.000
 07,  07 , 0.976, 0.979, 1.000, 0.292, 0.832, 0.867, 0.966, 0.415, 0.976, 0.979, 1.000, 0.352, 0.976, 0.979, 1.000, 0.349, 1.000, 1.000, 1.000, 0.000
 08,  07 , 0.976, 0.980, 1.000, 0.322, 0.838, 0.871, 0.960, 0.381, 0.976, 0.980, 1.000, 0.376, 0.976, 0.980, 1.000, 0.368, 1.000, 1.000, 1.000, 0.000
 09,  07 , 0.977, 0.981, 1.000, 0.347, 0.842, 0.874, 0.968, 0.355, 0.977, 0.981, 1.000, 0.383, 0.977, 0.981, 1.000, 0.383, 1.000, 1.000, 1.000, 0.000
 10,  07 , 0.978, 0.981, 1.000, 0.385, 0.851, 0.878, 0.996, 0.622, 0.934, 0.946, 0.996, 0.407, 0.978, 0.981, 1.000, 0.405, 1.000, 1.000, 1.000, 0.000
 11,  07 , 0.978, 0.982, 1.000, 0.405, 0.854, 0.881, 1.000, 0.584, 0.936, 0.947, 0.996, 0.438, 0.978, 0.982, 1.000, 0.422, 1.000, 1.000, 1.000, 0.000
 12,  07 , 1.000, 1.000, 1.000, 0.512, 0.844, 0.868, 1.000, 0.611, 0.968, 0.973, 1.000, 0.621, 0.937, 0.947, 1.000, 0.445, 1.000, 1.000, 1.000, 0.000
 13,  07 , 1.000, 1.000, 1.000, 0.468, 0.842, 0.860, 1.000, 0.643, 0.969, 0.973, 1.000, 0.476, 0.980, 0.983, 1.000, 0.565, 1.000, 1.000, 1.000, 0.000
 14,  07 , 1.000, 1.000, 1.000, 0.509, 0.846, 0.863, 1.000, 0.555, 0.970, 0.974, 1.000, 0.529, 0.980, 0.983, 1.000, 0.504, 1.000, 1.000, 1.000, 0.000
 15,  07 , 1.000, 1.000, 1.000, 0.585, 0.808, 0.836, 0.957, 0.634, 0.971, 0.974, 1.000, 0.550, 0.981, 0.983, 1.000, 0.528, 1.000, 1.000, 1.000, 0.000
test08
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  08 , 1.000, 1.000, 1.000, 0.183, 1.000, 1.000, 1.000, 0.178, 1.000, 1.000, 1.000, 0.468, 1.000, 1.000, 1.000, 0.448, 1.000, 1.000, 1.000, 0.000
 02,  08 , 1.000, 1.000, 1.000, 0.233, 0.929, 0.951, 1.000, 0.208, 1.000, 1.000, 1.000, 0.558, 1.000, 1.000, 1.000, 0.518, 1.000, 1.000, 1.000, 0.000
 03,  08 , 1.000, 1.000, 1.000, 0.217, 0.931, 0.953, 1.000, 0.213, 1.000, 1.000, 1.000, 0.632, 1.000, 1.000, 1.000, 0.622, 1.000, 1.000, 1.000, 0.000
 04,  08 , 1.000, 1.000, 1.000, 0.264, 0.933, 0.954, 1.000, 0.220, 1.000, 1.000, 1.000, 0.611, 1.000, 1.000, 1.000, 0.616, 1.000, 1.000, 1.000, 0.000
 05,  08 , 1.000, 1.000, 1.000, 0.259, 0.936, 0.956, 1.000, 0.255, 1.000, 1.000, 1.000, 0.672, 1.000, 1.000, 1.000, 0.666, 1.000, 1.000, 1.000, 0.000
 06,  08 , 1.000, 1.000, 1.000, 0.287, 0.938, 0.957, 1.000, 0.277, 1.000, 1.000, 1.000, 0.337, 1.000, 1.000, 1.000, 0.333, 1.000, 1.000, 1.000, 0.000
 07,  08 , 1.000, 1.000, 1.000, 0.379, 0.958, 0.961, 1.000, 0.356, 1.000, 1.000, 1.000, 0.357, 1.000, 1.000, 1.000, 0.346, 1.000, 1.000, 1.000, 0.000
 08,  08 , 1.000, 1.000, 1.000, 0.317, 0.959, 0.962, 1.000, 0.308, 1.000, 1.000, 1.000, 0.376, 1.000, 1.000, 1.000, 0.367, 1.000, 1.000, 1.000, 0.000
 09,  08 , 0.943, 0.960, 1.000, 0.357, 0.960, 0.963, 1.000, 0.354, 1.000, 1.000, 1.000, 0.391, 1.000, 1.000, 1.000, 0.387, 1.000, 1.000, 1.000, 0.000
 10,  08 , 0.946, 0.961, 0.980, 0.441, 0.961, 0.964, 1.000, 0.386, 1.000, 1.000, 1.000, 0.413, 1.000, 1.000, 1.000, 0.398, 1.000, 1.000, 1.000, 0.000
 11,  08 , 0.962, 0.967, 1.000, 0.462, 1.000, 1.000, 1.000, 0.482, 1.000, 1.000, 1.000, 0.444, 1.000, 1.000, 1.000, 0.429, 1.000, 1.000, 1.000, 0.000
 12,  08 , 0.963, 0.968, 1.000, 0.460, 1.000, 1.000, 1.000, 0.555, 1.000, 1.000, 1.000, 0.469, 1.000, 1.000, 1.000, 0.456, 1.000, 1.000, 1.000, 0.000
 13,  08 , 0.964, 0.969, 1.000, 0.467, 1.000, 1.000, 1.000, 0.465, 1.000, 1.000, 1.000, 0.489, 0.949, 0.966, 1.000, 0.476, 1.000, 1.000, 1.000, 0.000
 14,  08 , 0.965, 0.969, 1.000, 0.525, 1.000, 1.000, 1.000, 0.504, 1.000, 1.000, 1.000, 0.526, 0.950, 0.967, 1.000, 0.752, 1.000, 1.000, 1.000, 0.000
 15,  08 , 0.966, 0.970, 1.000, 0.538, 1.000, 1.000, 1.000, 0.530, 1.000, 1.000, 1.000, 0.523, 1.000, 1.000, 1.000, 0.614, 1.000, 1.000, 1.000, 0.000
test09
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
