test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 10,  20 , 0.531, 1.037, 0.582, 0.985, 0.496, 1.032, 0.594, 0.917, 0.797, 1.037, 0.765, 3.089, 0.769, 1.021, 0.769, 3.082
 11,  20 , 0.539, 1.033, 0.568, 0.932, 0.491, 1.033, 0.584, 1.137, 0.489, 0.948, 0.809, 3.266, 0.831, 1.047, 0.771, 3.400
 12,  20 , 0.535, 1.039, 0.545, 1.162, 0.488, 1.030, 0.573, 1.112, 0.595, 0.986, 0.719, 3.673, 0.738, 1.027, 0.758, 3.623
 13,  20 , 0.542, 1.041, 0.538, 1.354, 0.507, 1.032, 0.561, 1.246, 0.723, 1.022, 0.753, 3.793, 0.803, 1.047, 0.750, 3.873
 14,  20 , 0.533, 1.036, 0.537, 1.335, 0.494, 1.031, 0.553, 1.440, 0.717, 1.027, 0.775, 3.949, 0.781, 1.044, 0.740, 4.138
 15,  20 , 0.541, 1.038, 0.570, 1.571, 0.498, 1.035, 0.518, 1.336, 0.730, 1.030, 0.767, 4.275, 0.721, 1.029, 0.778, 4.267
test21
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  21 , 0.498, 1.031, 0.449, 0.334, 0.498, 1.040, 0.419, 0.323, 0.604, 1.109, 0.418, 5.881, 0.604, 1.109, 0.418, 5.883
 02,  21 , 0.522, 1.013, 0.511, 0.473, 0.514, 1.018, 0.516, 0.470, 0.684, 1.108, 0.544, 6.242, 0.684, 1.108, 0.544, 6.254
 03,  21 , 0.550, 1.014, 0.520, 0.500, 0.516, 1.016, 0.521, 0.535, 0.747, 1.104, 0.649, 6.790, 0.747, 1.104, 0.649, 6.671
 04,  21 , 0.518, 1.012, 0.537, 0.584, 0.493, 1.014, 0.529, 0.564, 0.789, 1.109, 0.683, 6.995, 0.789, 1.109, 0.683, 7.029
 05,  21 , 0.533, 1.015, 0.545, 0.588, 0.494, 1.014, 0.515, 0.551, 0.810, 1.110, 0.711, 7.528, 0.810, 1.110, 0.711, 7.541
 06,  21 , 0.520, 1.013, 0.520, 0.541, 0.512, 1.012, 0.514, 0.713, 0.783, 1.041, 0.760, 2.601, 0.783, 1.038, 0.785, 2.706
 07,  21 , 0.545, 1.017, 0.519, 0.724, 0.509, 1.018, 0.518, 0.767, 0.795, 1.044, 0.782, 2.640, 0.796, 1.051, 0.814, 2.751
 08,  21 , 0.511, 1.017, 0.560, 0.910, 0.547, 1.022, 0.554, 0.822, 0.762, 1.045, 0.764, 3.272, 0.758, 1.036, 0.777, 2.823
 09,  21 , 0.498, 1.019, 0.568, 0.903, 0.578, 1.031, 0.582, 0.975, 0.719, 1.042, 0.761, 2.944, 0.747, 1.042, 0.769, 3.042
 10,  21 , 0.535, 1.022, 0.580, 0.989, 0.600, 1.035, 0.636, 1.083, 0.769, 1.047, 0.790, 3.049, 0.778, 1.047, 0.803, 3.114
 11,  21 , 0.514, 1.024, 0.606, 0.979, 0.616, 1.039, 0.631, 0.991, 0.776, 1.044, 0.807, 3.231, 0.788, 1.050, 0.817, 3.208
 12,  21 , 0.522, 1.026, 0.602, 1.162, 0.636, 1.041, 0.636, 1.107, 0.781, 1.033, 0.802, 3.472, 0.790, 1.044, 0.809, 3.348
 13,  21 , 0.509, 1.027, 0.592, 1.245, 0.618, 1.040, 0.601, 1.150, 0.747, 1.040, 0.763, 3.644, 0.772, 1.048, 0.760, 3.676
 14,  21 , 0.528, 1.029, 0.627, 1.442, 0.597, 1.038, 0.566, 1.360, 0.729, 1.033, 0.778, 3.960, 0.763, 1.045, 0.765, 3.965
 15,  21 , 0.510, 1.032, 0.571, 1.244, 0.567, 1.036, 0.545, 1.566, 0.709, 1.039, 0.770, 4.173, 0.767, 1.045, 0.765, 4.083
test22
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  22 , 0.336, 1.015, 0.363, 0.279, 0.343, 1.014, 0.350, 0.222, 0.343, 1.107, 0.295, 5.047, 0.343, 1.107, 0.295, 4.739
 02,  22 , 0.339, 0.999, 0.374, 0.418, 0.337, 0.992, 0.383, 0.387, 0.349, 1.111, 0.292, 6.916, 0.349, 1.111, 0.292, 6.910
 03,  22 , 0.311, 0.985, 0.425, 0.406, 0.343, 0.977, 0.429, 0.376, 0.355, 1.113, 0.287, 6.246, 0.355, 1.113, 0.287, 6.131
 04,  22 , 0.304, 0.981, 0.423, 0.460, 0.344, 0.972, 0.441, 0.519, 0.348, 1.114, 0.284, 7.374, 0.348, 1.114, 0.284, 7.163
 05,  22 , 0.299, 0.978, 0.423, 0.500, 0.344, 0.971, 0.437, 0.545, 0.353, 1.114, 0.280, 8.009, 0.353, 1.114, 0.280, 7.918
 06,  22 , 0.295, 0.972, 0.431, 0.541, 0.366, 0.976, 0.409, 0.636, 0.223, 0.949, 0.373, 0.536, 0.293, 0.978, 0.370, 0.562
 07,  22 , 0.289, 0.972, 0.425, 0.655, 0.358, 0.977, 0.421, 0.711, 0.243, 0.936, 0.424, 3.131, 0.310, 0.947, 0.446, 3.124
 08,  22 , 0.296, 0.969, 0.409, 0.734, 0.340, 0.969, 0.405, 0.706, 0.190, 0.907, 0.396, 3.296, 0.262, 0.926, 0.481, 3.023
 09,  22 , 0.304, 0.970, 0.394, 0.757, 0.317, 0.967, 0.402, 0.822, 0.201, 0.916, 0.471, 3.359, 0.254, 0.906, 0.450, 3.191
 10,  22 , 0.320, 0.976, 0.391, 0.854, 0.321, 0.973, 0.382, 0.914, 0.199, 0.894, 0.448, 3.616, 0.298, 0.922, 0.453, 3.488
 11,  22 , 0.324, 0.976, 0.390, 1.000, 0.313, 0.969, 0.405, 1.008, 0.236, 0.896, 0.454, 3.707, 0.234, 0.903, 0.426, 3.707
 12,  22 , 0.331, 0.975, 0.384, 0.912, 0.319, 0.968, 0.381, 0.811, 0.239, 0.915, 0.439, 3.855, 0.226, 0.916, 0.399, 3.786
 13,  22 , 0.327, 0.977, 0.407, 1.024, 0.334, 0.972, 0.373, 1.059, 0.188, 0.885, 0.419, 4.157, 0.191, 0.890, 0.402, 4.235
 14,  22 , 0.333, 0.976, 0.387, 1.125, 0.328, 0.969, 0.392, 1.239, 0.191, 0.904, 0.474, 4.636, 0.192, 0.898, 0.386, 4.418
 15,  22 , 0.310, 0.971, 0.376, 1.228, 0.318, 0.969, 0.392, 1.321, 0.198, 0.915, 0.389, 4.817, 0.184, 0.896, 0.398, 4.774
test23
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  23 , 0.989, 1.067, 0.784, 0.339, 0.961, 1.065, 0.749, 0.312, 0.997, 1.109, 0.771, 4.547, 0.997, 1.109, 0.771, 4.561
 02,  23 , 0.990, 1.067, 0.773, 0.378, 0.970, 1.063, 0.762, 0.524, 0.998, 1.109, 0.771, 4.922, 0.998, 1.109, 0.771, 4.924
 03,  23 , 0.987, 1.070, 0.765, 0.528, 0.931, 1.061, 0.718, 0.335, 0.997, 1.112, 0.767, 5.553, 0.997, 1.112, 0.767, 5.410
 04,  23 , 0.968, 1.070, 0.732, 0.510, 0.962, 1.066, 0.752, 0.573, 0.996, 1.114, 0.764, 5.970, 0.996, 1.114, 0.764, 5.966
 05,  23 , 0.970, 1.068, 0.742, 0.588, 0.960, 1.069, 0.730, 0.538, 0.991, 1.115, 0.756, 6.672, 0.991, 1.115, 0.756, 6.687
 06,  23 , 0.983, 1.069, 0.754, 0.693, 0.966, 1.070, 0.740, 0.611, 0.991, 1.052, 0.816, 2.361, 0.990, 1.069, 0.804, 1.971
 07,  23 , 0.981, 1.069, 0.755, 0.591, 0.955, 1.068, 0.734, 0.592, 0.990, 1.055, 0.823, 2.514, 0.916, 1.025, 0.820, 2.587
 08,  23 , 0.975, 1.072, 0.744, 0.770, 0.957, 1.067, 0.742, 0.627, 0.999, 1.060, 0.821, 2.709, 0.937, 1.032, 0.805, 2.794
 09,  23 , 0.943, 1.071, 0.724, 0.702, 0.954, 1.067, 0.733, 0.839, 1.000, 1.064, 0.820, 2.941, 0.976, 1.054, 0.802, 2.997
 10,  23 , 0.976, 1.073, 0.751, 0.885, 0.954, 1.069, 0.728, 0.909, 1.000, 1.055, 0.815, 3.067, 0.991, 1.067, 0.809, 3.077
 11,  23 , 0.971, 1.075, 0.744, 0.899, 0.954, 1.070, 0.723, 1.052, 0.997, 1.067, 0.805, 3.210, 0.991, 1.064, 0.812, 3.140
 12,  23 , 0.963, 1.075, 0.735, 1.043, 0.954, 1.073, 0.721, 0.987, 0.998, 1.065, 0.808, 3.403, 0.992, 1.063, 0.809, 3.353
 13,  23 , 0.959, 1.074, 0.735, 1.124, 0.948, 1.071, 0.715, 0.866, 0.998, 1.067, 0.808, 3.606, 0.998, 1.065, 0.806, 3.585
 14,  23 , 0.959, 1.072, 0.734, 1.132, 0.950, 1.070, 0.728, 1.216, 0.998, 1.067, 0.795, 3.794, 0.997, 1.064, 0.799, 3.804
 15,  23 , 0.954, 1.072, 0.723, 1.182, 0.953, 1.070, 0.730, 1.307, 0.998, 1.066, 0.798, 3.959, 0.982, 1.052, 0.795, 4.093
test24
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  24 , 0.979, 1.075, 0.776, 0.315, 0.983, 1.073, 0.775, 0.350, 0.992, 1.113, 0.759, 4.691, 0.992, 1.113, 0.759, 4.729
 02,  24 , 0.960, 1.073, 0.749, 0.374, 0.979, 1.070, 0.782, 0.407, 0.993, 1.114, 0.757, 5.147, 0.993, 1.114, 0.757, 5.305
 03,  24 , 0.966, 1.070, 0.755, 0.448, 0.977, 1.073, 0.758, 0.439, 0.993, 1.114, 0.758, 6.120, 0.993, 1.114, 0.758, 5.827
 04,  24 , 0.967, 1.070, 0.744, 0.471, 0.981, 1.072, 0.763, 0.541, 0.994, 1.115, 0.760, 6.169, 0.994, 1.115, 0.760, 6.130
 05,  24 , 0.957, 1.069, 0.728, 0.649, 0.977, 1.071, 0.748, 0.539, 0.993, 1.116, 0.758, 6.861, 0.993, 1.116, 0.758, 6.864
 06,  24 , 0.959, 1.076, 0.723, 0.607, 0.967, 1.072, 0.733, 0.448, 0.959, 1.054, 0.772, 2.084, 0.996, 1.065, 0.808, 2.533
 07,  24 , 0.963, 1.073, 0.723, 0.774, 0.964, 1.067, 0.741, 0.696, 0.989, 1.059, 0.813, 2.593, 0.996, 1.065, 0.814, 2.621
 08,  24 , 0.965, 1.068, 0.741, 0.717, 0.950, 1.068, 0.717, 0.773, 0.988, 1.055, 0.824, 2.673, 0.991, 1.055, 0.809, 2.717
 09,  24 , 0.969, 1.070, 0.743, 0.765, 0.967, 1.069, 0.739, 0.815, 0.990, 1.055, 0.819, 2.805, 0.992, 1.054, 0.818, 2.818
 10,  24 , 0.930, 1.067, 0.704, 0.883, 0.922, 1.066, 0.697, 0.839, 0.979, 1.059, 0.803, 2.980, 0.990, 1.058, 0.806, 3.002
 11,  24 , 0.967, 1.072, 0.728, 0.955, 0.922, 1.062, 0.714, 0.881, 0.982, 1.052, 0.818, 3.072, 0.997, 1.069, 0.813, 3.183
 12,  24 , 0.966, 1.069, 0.722, 1.055, 0.925, 1.063, 0.717, 1.153, 0.983, 1.052, 0.808, 3.346, 0.998, 1.060, 0.803, 3.367
 13,  24 , 0.955, 1.068, 0.713, 1.155, 0.909, 1.062, 0.690, 0.940, 0.983, 1.064, 0.812, 3.529, 0.998, 1.059, 0.814, 3.681
 14,  24 , 0.941, 1.070, 0.698, 1.229, 0.899, 1.063, 0.671, 1.029, 0.983, 1.057, 0.813, 3.745, 0.992, 1.068, 0.797, 3.786
 15,  24 , 0.956, 1.071, 0.713, 1.211, 0.917, 1.065, 0.704, 1.290, 0.987, 1.061, 0.799, 4.062, 0.991, 1.068, 0.801, 3.857
test25
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  25 , 0.362, 1.020, 0.375, 0.256, 0.347, 1.017, 0.388, 0.216, 0.410, 1.107, 0.333, 6.116, 0.410, 1.107, 0.333, 6.145
 02,  25 , 0.331, 0.999, 0.421, 0.341, 0.332, 0.996, 0.419, 0.342, 0.403, 1.109, 0.323, 5.442, 0.403, 1.109, 0.323, 5.399
 03,  25 , 0.327, 0.992, 0.438, 0.416, 0.345, 0.987, 0.473, 0.373, 0.422, 1.110, 0.326, 6.359, 0.422, 1.110, 0.326, 6.364
 04,  25 , 0.313, 0.993, 0.458, 0.457, 0.331, 0.989, 0.470, 0.494, 0.481, 1.111, 0.346, 8.097, 0.481, 1.111, 0.346, 8.060
 05,  25 , 0.307, 0.990, 0.450, 0.489, 0.341, 0.993, 0.465, 0.600, 0.597, 1.113, 0.400, 8.899, 0.597, 1.113, 0.400, 8.879
 06,  25 , 0.306, 0.983, 0.468, 0.588, 0.335, 0.993, 0.457, 0.635, 0.602, 1.038, 0.563, 2.731, 0.656, 1.038, 0.613, 2.751
 07,  25 , 0.308, 0.983, 0.483, 0.589, 0.335, 0.994, 0.441, 0.652, 0.706, 1.022, 0.689, 2.749, 0.699, 1.019, 0.703, 2.721
 08,  25 , 0.312, 0.982, 0.522, 0.759, 0.335, 0.993, 0.487, 0.847, 0.684, 1.025, 0.737, 2.938, 0.715, 1.030, 0.792, 2.938
 09,  25 , 0.316, 0.980, 0.505, 0.923, 0.351, 0.989, 0.495, 0.887, 0.730, 1.033, 0.799, 2.961, 0.691, 1.025, 0.760, 2.939
 10,  25 , 0.332, 0.984, 0.477, 0.918, 0.358, 0.988, 0.458, 0.752, 0.740, 1.030, 0.807, 3.039, 0.690, 1.020, 0.774, 3.133
 11,  25 , 0.333, 0.990, 0.478, 1.056, 0.369, 0.991, 0.477, 1.150, 0.733, 1.026, 0.807, 3.246, 0.718, 1.034, 0.786, 3.323
 12,  25 , 0.375, 0.992, 0.448, 1.198, 0.412, 0.998, 0.485, 1.192, 0.804, 1.045, 0.801, 3.429, 0.721, 1.029, 0.779, 3.540
 13,  25 , 0.372, 0.995, 0.423, 1.349, 0.453, 1.007, 0.495, 1.264, 0.803, 1.041, 0.788, 3.629, 0.722, 1.032, 0.760, 3.799
 14,  25 , 0.411, 1.000, 0.463, 1.373, 0.506, 1.013, 0.502, 1.453, 0.815, 1.043, 0.800, 3.890, 0.764, 1.043, 0.766, 4.134
 15,  25 , 0.450, 1.004, 0.475, 1.437, 0.530, 1.015, 0.519, 1.569, 0.818, 1.041, 0.787, 4.103, 0.787, 1.052, 0.773, 4.245
test26
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  26 , 0.290, 1.034, 0.377, 0.159, 0.295, 1.030, 0.375, 0.233, 0.338, 1.107, 0.320, 6.197, 0.338, 1.107, 0.320, 6.222
 02,  26 , 0.287, 1.010, 0.443, 0.357, 0.289, 1.007, 0.444, 0.424, 0.388, 1.109, 0.323, 6.833, 0.388, 1.109, 0.323, 6.831
 03,  26 , 0.269, 0.994, 0.496, 0.532, 0.294, 0.998, 0.470, 0.420, 0.558, 1.112, 0.399, 7.485, 0.558, 1.112, 0.399, 7.196
 04,  26 , 0.275, 0.990, 0.507, 0.534, 0.292, 0.990, 0.466, 0.374, 0.684, 1.115, 0.517, 7.709, 0.684, 1.115, 0.517, 7.571
 05,  26 , 0.276, 0.989, 0.457, 0.497, 0.277, 0.985, 0.524, 0.639, 0.775, 1.112, 0.602, 7.844, 0.775, 1.112, 0.602, 7.861
 06,  26 , 0.263, 0.986, 0.485, 0.532, 0.275, 0.984, 0.495, 0.539, 0.789, 1.043, 0.711, 2.585, 0.788, 1.052, 0.685, 2.616
 07,  26 , 0.258, 0.985, 0.452, 0.594, 0.273, 0.979, 0.516, 0.676, 0.408, 0.959, 0.784, 2.679, 0.859, 1.039, 0.782, 2.650
 08,  26 , 0.269, 0.985, 0.455, 0.701, 0.270, 0.976, 0.511, 0.780, 0.402, 0.969, 0.632, 3.099, 0.881, 1.037, 0.810, 2.753
 09,  26 , 0.272, 0.985, 0.467, 0.839, 0.265, 0.982, 0.495, 0.806, 0.507, 0.998, 0.650, 3.241, 0.889, 1.046, 0.802, 2.847
 10,  26 , 0.276, 0.987, 0.460, 0.766, 0.259, 0.976, 0.502, 0.883, 0.558, 1.009, 0.706, 3.382, 0.893, 1.047, 0.824, 2.952
 11,  26 , 0.272, 0.984, 0.472, 0.963, 0.249, 0.978, 0.505, 0.961, 0.590, 1.020, 0.728, 3.479, 0.887, 1.051, 0.794, 3.176
 12,  26 , 0.279, 0.985, 0.458, 1.065, 0.251, 0.980, 0.463, 1.053, 0.704, 1.026, 0.762, 3.592, 0.889, 1.052, 0.815, 3.342
 13,  26 , 0.265, 0.989, 0.439, 1.111, 0.255, 0.978, 0.449, 1.148, 0.875, 1.050, 0.785, 3.790, 0.892, 1.054, 0.814, 3.496
 14,  26 , 0.276, 0.988, 0.474, 1.217, 0.245, 0.977, 0.456, 1.130, 0.915, 1.043, 0.800, 3.781, 0.900, 1.049, 0.795, 3.935
 15,  26 , 0.270, 0.987, 0.459, 1.319, 0.250, 0.978, 0.420, 1.101, 0.894, 1.048, 0.790, 3.909, 0.903, 1.053, 0.795, 3.973
test27
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  27 , 0.856, 1.064, 0.660, 0.322, 0.853, 1.060, 0.673, 0.425, 0.942, 1.108, 0.753, 5.065, 0.942, 1.108, 0.753, 5.085
 02,  27 , 0.865, 1.056, 0.686, 0.494, 0.905, 1.058, 0.697, 0.386, 0.948, 1.109, 0.759, 5.254, 0.948, 1.109, 0.759, 5.304
 03,  27 , 0.847, 1.054, 0.678, 0.486, 0.883, 1.057, 0.705, 0.448, 0.949, 1.110, 0.764, 5.551, 0.949, 1.110, 0.764, 5.623
 04,  27 , 0.802, 1.047, 0.670, 0.538, 0.849, 1.053, 0.690, 0.497, 0.927, 1.108, 0.746, 6.242, 0.927, 1.108, 0.746, 6.483
 05,  27 , 0.768, 1.048, 0.642, 0.602, 0.821, 1.046, 0.665, 0.582, 0.888, 1.104, 0.750, 7.222, 0.888, 1.104, 0.750, 6.999
 06,  27 , 0.799, 1.048, 0.672, 0.650, 0.851, 1.054, 0.696, 0.751, 0.917, 1.057, 0.811, 2.465, 0.887, 1.060, 0.811, 2.504
 07,  27 , 0.869, 1.053, 0.685, 0.778, 0.844, 1.051, 0.694, 0.719, 0.919, 1.057, 0.828, 2.516, 0.898, 1.053, 0.824, 2.546
 08,  27 , 0.899, 1.052, 0.716, 0.829, 0.848, 1.053, 0.688, 0.790, 0.923, 1.056, 0.812, 2.695, 0.895, 1.051, 0.807, 2.669
 09,  27 , 0.862, 1.051, 0.692, 0.832, 0.815, 1.050, 0.656, 0.923, 0.924, 1.056, 0.814, 2.837, 0.897, 1.047, 0.804, 2.868
 10,  27 , 0.847, 1.050, 0.657, 0.832, 0.790, 1.045, 0.657, 0.977, 0.910, 1.047, 0.814, 2.996, 0.907, 1.054, 0.814, 2.996
 11,  27 , 0.831, 1.045, 0.644, 0.894, 0.767, 1.041, 0.632, 0.983, 0.911, 1.052, 0.815, 3.105, 0.911, 1.055, 0.812, 3.193
 12,  27 , 0.832, 1.047, 0.636, 1.144, 0.791, 1.047, 0.641, 1.048, 0.914, 1.058, 0.807, 3.337, 0.898, 1.049, 0.822, 3.324
 13,  27 , 0.830, 1.045, 0.638, 1.336, 0.783, 1.040, 0.628, 1.054, 0.919, 1.060, 0.795, 3.544, 0.900, 1.058, 0.806, 3.473
 14,  27 , 0.828, 1.044, 0.641, 1.195, 0.783, 1.044, 0.634, 1.417, 0.937, 1.054, 0.788, 3.753, 0.942, 1.049, 0.818, 3.729
 15,  27 , 0.852, 1.053, 0.666, 1.421, 0.775, 1.044, 0.605, 1.212, 0.967, 1.060, 0.806, 3.918, 0.943, 1.056, 0.796, 3.994
test28
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  28 , 0.579, 1.060, 0.488, 0.251, 0.665, 1.067, 0.510, 0.312, 0.785, 1.121, 0.578, 5.717, 0.785, 1.121, 0.578, 5.723
 02,  28 , 0.532, 1.040, 0.500, 0.372, 0.658, 1.050, 0.541, 0.386, 0.817, 1.128, 0.622, 6.253, 0.817, 1.128, 0.622, 6.182
 03,  28 , 0.535, 1.032, 0.519, 0.399, 0.640, 1.041, 0.566, 0.452, 0.834, 1.125, 0.674, 6.641, 0.834, 1.125, 0.674, 6.654
 04,  28 , 0.545, 1.030, 0.533, 0.629, 0.630, 1.043, 0.558, 0.578, 0.828, 1.127, 0.676, 7.226, 0.828, 1.127, 0.676, 7.266
 05,  28 , 0.592, 1.029, 0.576, 0.676, 0.615, 1.044, 0.541, 0.591, 0.834, 1.128, 0.661, 8.102, 0.834, 1.128, 0.661, 8.127
 06,  28 , 0.566, 1.033, 0.591, 0.662, 0.599, 1.038, 0.537, 0.676, 0.818, 1.055, 0.711, 2.756, 0.788, 1.054, 0.723, 2.822
 07,  28 , 0.586, 1.034, 0.601, 0.838, 0.607, 1.039, 0.541, 0.831, 0.840, 1.053, 0.740, 2.848, 0.825, 1.059, 0.716, 2.848
 08,  28 , 0.571, 1.033, 0.596, 0.916, 0.601, 1.040, 0.536, 0.785, 0.857, 1.051, 0.750, 2.903, 0.827, 1.054, 0.761, 3.006
 09,  28 , 0.604, 1.041, 0.545, 1.007, 0.589, 1.037, 0.521, 0.799, 0.876, 1.058, 0.779, 3.109, 0.818, 1.044, 0.785, 3.105
 10,  28 , 0.592, 1.035, 0.545, 0.994, 0.599, 1.037, 0.538, 1.083, 0.872, 1.060, 0.767, 3.213, 0.839, 1.047, 0.779, 3.153
 11,  28 , 0.621, 1.041, 0.537, 1.157, 0.606, 1.038, 0.542, 1.181, 0.885, 1.055, 0.780, 3.326, 0.865, 1.067, 0.786, 3.370
 12,  28 , 0.638, 1.046, 0.530, 1.282, 0.589, 1.036, 0.538, 1.263, 0.890, 1.056, 0.780, 3.577, 0.865, 1.055, 0.791, 3.585
 13,  28 , 0.613, 1.043, 0.505, 1.166, 0.579, 1.037, 0.536, 1.346, 0.862, 1.054, 0.739, 3.776, 0.873, 1.060, 0.788, 3.674
 14,  28 , 0.623, 1.043, 0.520, 1.473, 0.604, 1.040, 0.539, 1.459, 0.866, 1.058, 0.761, 4.008, 0.879, 1.055, 0.793, 3.821
 15,  28 , 0.667, 1.045, 0.528, 1.588, 0.635, 1.044, 0.543, 1.576, 0.879, 1.059, 0.768, 4.285, 0.885, 1.061, 0.767, 4.248
test29
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  29 , 0.912, 1.081, 0.724, 0.251, 0.913, 1.079, 0.725, 0.281, 0.984, 1.119, 0.760, 4.697, 0.984, 1.119, 0.760, 4.711
 02,  29 , 0.906, 1.076, 0.730, 0.429, 0.906, 1.079, 0.721, 0.409, 0.995, 1.124, 0.764, 4.009, 0.995, 1.124, 0.764, 4.019
 03,  29 , 0.906, 1.075, 0.740, 0.480, 0.898, 1.078, 0.727, 0.467, 0.995, 1.125, 0.762, 5.478, 0.995, 1.125, 0.762, 5.551
 04,  29 , 0.905, 1.076, 0.727, 0.550, 0.903, 1.073, 0.736, 0.537, 0.994, 1.125, 0.763, 6.001, 0.994, 1.125, 0.763, 6.017
 05,  29 , 0.913, 1.075, 0.732, 0.640, 0.908, 1.074, 0.729, 0.595, 0.994, 1.124, 0.762, 6.591, 0.994, 1.124, 0.762, 6.697
 06,  29 , 0.942, 1.079, 0.736, 0.647, 0.973, 1.082, 0.755, 0.641, 0.999, 1.064, 0.829, 2.468, 0.997, 1.074, 0.822, 2.468
 07,  29 , 0.969, 1.081, 0.752, 0.716, 0.974, 1.081, 0.762, 0.644, 0.998, 1.063, 0.810, 2.565, 0.998, 1.065, 0.822, 2.519
 08,  29 , 0.975, 1.086, 0.748, 0.819, 0.929, 1.077, 0.720, 0.655, 0.999, 1.057, 0.817, 2.716, 0.998, 1.061, 0.808, 2.686
 09,  29 , 0.977, 1.084, 0.756, 0.644, 0.963, 1.078, 0.755, 0.972, 1.000, 1.065, 0.811, 2.894, 0.982, 1.067, 0.820, 2.846
 10,  29 , 0.973, 1.084, 0.734, 0.889, 0.964, 1.079, 0.751, 0.882, 1.000, 1.076, 0.818, 2.915, 0.981, 1.059, 0.814, 3.047
 11,  29 , 0.977, 1.082, 0.752, 0.983, 0.961, 1.080, 0.733, 1.045, 1.000, 1.065, 0.809, 3.191, 0.983, 1.066, 0.802, 3.132
 12,  29 , 0.976, 1.080, 0.747, 0.953, 0.962, 1.078, 0.746, 1.030, 1.000, 1.071, 0.816, 3.282, 0.983, 1.059, 0.815, 3.291
 13,  29 , 0.972, 1.079, 0.743, 1.178, 0.964, 1.080, 0.732, 1.131, 0.991, 1.060, 0.806, 3.456, 0.983, 1.056, 0.816, 3.377
 14,  29 , 0.973, 1.079, 0.737, 1.098, 0.966, 1.079, 0.729, 1.003, 0.992, 1.062, 0.801, 3.694, 0.975, 1.063, 0.808, 3.653
 15,  29 , 0.975, 1.079, 0.741, 1.212, 0.960, 1.075, 0.735, 1.282, 0.999, 1.071, 0.801, 3.957, 0.976, 1.059, 0.802, 3.895
test30
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  30 , 0.759, 1.065, 0.612, 0.287, 0.805, 1.068, 0.623, 0.368, 0.974, 1.128, 0.766, 5.009, 0.974, 1.128, 0.766, 4.999
 02,  30 , 0.745, 1.052, 0.647, 0.446, 0.821, 1.060, 0.714, 0.489, 0.984, 1.129, 0.765, 5.090, 0.984, 1.129, 0.765, 5.099
 03,  30 , 0.782, 1.058, 0.696, 0.591, 0.845, 1.061, 0.743, 0.570, 0.980, 1.130, 0.761, 5.706, 0.980, 1.130, 0.761, 5.663
 04,  30 , 0.746, 1.049, 0.683, 0.568, 0.795, 1.054, 0.706, 0.570, 0.985, 1.127, 0.766, 6.260, 0.985, 1.127, 0.766, 6.208
 05,  30 , 0.789, 1.050, 0.708, 0.624, 0.801, 1.046, 0.679, 0.580, 0.980, 1.126, 0.755, 6.849, 0.980, 1.126, 0.755, 6.864
 06,  30 , 0.768, 1.053, 0.675, 0.659, 0.789, 1.050, 0.683, 0.668, 0.979, 1.073, 0.796, 2.584, 0.963, 1.063, 0.777, 2.508
 07,  30 , 0.777, 1.055, 0.680, 0.865, 0.791, 1.052, 0.700, 0.856, 0.988, 1.067, 0.815, 2.804, 0.980, 1.058, 0.804, 3.062
 08,  30 , 0.745, 1.051, 0.662, 0.775, 0.768, 1.051, 0.679, 0.825, 0.979, 1.070, 0.813, 2.702, 0.942, 1.069, 0.804, 2.733
