test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 08,  40 , 0.867, 1.067, 0.739, 0.695, 0.929, 1.073, 0.760, 0.884, 0.848, 1.056, 0.822, 2.653, 0.950, 1.053, 0.822, 2.659
 09,  40 , 0.866, 1.065, 0.741, 0.714, 0.932, 1.070, 0.768, 0.825, 0.851, 1.057, 0.805, 2.857, 0.934, 1.055, 0.810, 2.855
 10,  40 , 0.864, 1.065, 0.737, 0.977, 0.924, 1.073, 0.763, 0.914, 0.854, 1.059, 0.803, 3.000, 0.943, 1.068, 0.799, 3.008
 11,  40 , 0.853, 1.066, 0.732, 1.048, 0.918, 1.070, 0.764, 0.881, 0.851, 1.053, 0.806, 3.165, 0.945, 1.067, 0.806, 3.220
 12,  40 , 0.854, 1.066, 0.750, 1.214, 0.918, 1.071, 0.748, 1.067, 0.855, 1.054, 0.802, 3.363, 0.946, 1.060, 0.815, 3.357
 13,  40 , 0.859, 1.067, 0.739, 1.041, 0.922, 1.070, 0.750, 0.933, 0.905, 1.066, 0.806, 3.564, 0.947, 1.067, 0.798, 3.570
 14,  40 , 0.861, 1.062, 0.746, 1.101, 0.924, 1.069, 0.746, 1.124, 0.909, 1.064, 0.805, 3.724, 0.949, 1.057, 0.798, 3.726
 15,  40 , 0.866, 1.062, 0.749, 1.410, 0.926, 1.069, 0.744, 1.095, 0.911, 1.059, 0.816, 3.977, 0.950, 1.057, 0.804, 3.956
test41
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  41 , 0.519, 1.056, 0.441, 0.334, 0.506, 1.052, 0.448, 0.250, 0.561, 1.136, 0.408, 6.018, 0.561, 1.136, 0.408, 6.086
 02,  41 , 0.481, 1.032, 0.451, 0.359, 0.509, 1.035, 0.456, 0.433, 0.599, 1.137, 0.430, 6.573, 0.599, 1.137, 0.430, 6.608
 03,  41 , 0.483, 1.022, 0.479, 0.439, 0.496, 1.027, 0.483, 0.440, 0.680, 1.133, 0.487, 7.322, 0.680, 1.133, 0.487, 7.429
 04,  41 , 0.486, 1.020, 0.476, 0.594, 0.497, 1.023, 0.486, 0.599, 0.805, 1.126, 0.601, 7.509, 0.805, 1.126, 0.601, 7.417
 05,  41 , 0.473, 1.016, 0.501, 0.595, 0.542, 1.030, 0.535, 0.590, 0.874, 1.120, 0.690, 7.883, 0.874, 1.120, 0.690, 7.859
 06,  41 , 0.494, 1.021, 0.494, 0.614, 0.527, 1.026, 0.513, 0.695, 0.903, 1.057, 0.806, 2.613, 0.907, 1.059, 0.801, 2.624
 07,  41 , 0.463, 1.018, 0.463, 0.723, 0.506, 1.026, 0.513, 0.819, 0.889, 1.063, 0.784, 2.603, 0.877, 1.060, 0.814, 2.584
 08,  41 , 0.485, 1.014, 0.461, 0.708, 0.512, 1.024, 0.515, 0.772, 0.895, 1.056, 0.797, 2.774, 0.876, 1.050, 0.818, 2.704
 09,  41 , 0.469, 1.014, 0.451, 0.852, 0.519, 1.027, 0.491, 0.835, 0.898, 1.058, 0.806, 2.861, 0.872, 1.047, 0.832, 2.791
 10,  41 , 0.465, 1.014, 0.464, 0.917, 0.510, 1.025, 0.484, 0.997, 0.882, 1.059, 0.822, 2.988, 0.836, 1.050, 0.789, 3.033
 11,  41 , 0.436, 1.014, 0.464, 1.157, 0.492, 1.021, 0.465, 0.898, 0.859, 1.059, 0.809, 3.119, 0.819, 1.052, 0.781, 3.213
 12,  41 , 0.452, 1.017, 0.442, 1.102, 0.506, 1.025, 0.468, 1.063, 0.863, 1.061, 0.814, 3.338, 0.820, 1.045, 0.796, 3.355
 13,  41 , 0.471, 1.020, 0.460, 1.262, 0.518, 1.029, 0.462, 1.339, 0.864, 1.060, 0.812, 3.476, 0.792, 1.052, 0.783, 3.522
 14,  41 , 0.499, 1.020, 0.478, 1.477, 0.524, 1.027, 0.459, 1.236, 0.858, 1.062, 0.799, 3.689, 0.811, 1.046, 0.785, 3.789
 15,  41 , 0.512, 1.024, 0.465, 1.459, 0.545, 1.030, 0.465, 1.456, 0.866, 1.051, 0.798, 3.934, 0.824, 1.046, 0.814, 3.942
test42
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  42 , 0.909, 1.074, 0.693, 0.408, 0.871, 1.067, 0.672, 0.372, 0.987, 1.116, 0.754, 5.177, 0.987, 1.116, 0.754, 5.131
 02,  42 , 0.917, 1.071, 0.703, 0.473, 0.856, 1.064, 0.662, 0.383, 0.989, 1.117, 0.752, 5.326, 0.989, 1.117, 0.752, 5.672
 03,  42 , 0.934, 1.066, 0.721, 0.415, 0.875, 1.062, 0.680, 0.463, 0.990, 1.116, 0.752, 6.284, 0.990, 1.116, 0.752, 5.845
 04,  42 , 0.938, 1.069, 0.715, 0.528, 0.902, 1.066, 0.697, 0.512, 0.990, 1.116, 0.751, 6.463, 0.990, 1.116, 0.751, 6.535
 05,  42 , 0.923, 1.063, 0.702, 0.541, 0.898, 1.065, 0.698, 0.602, 0.990, 1.116, 0.752, 7.066, 0.990, 1.116, 0.752, 7.144
 06,  42 , 0.899, 1.059, 0.685, 0.718, 0.905, 1.066, 0.716, 0.697, 0.977, 1.060, 0.799, 2.636, 0.982, 1.066, 0.809, 2.577
 07,  42 , 0.915, 1.064, 0.693, 0.716, 0.885, 1.064, 0.699, 0.656, 0.979, 1.048, 0.806, 2.622, 0.987, 1.062, 0.827, 2.657
 08,  42 , 0.930, 1.063, 0.702, 0.765, 0.913, 1.061, 0.718, 0.824, 0.987, 1.062, 0.811, 2.764, 0.999, 1.070, 0.814, 2.728
 09,  42 , 0.914, 1.063, 0.694, 0.771, 0.922, 1.068, 0.709, 0.758, 0.990, 1.058, 0.816, 2.830, 1.000, 1.064, 0.800, 2.861
 10,  42 , 0.911, 1.065, 0.695, 0.987, 0.916, 1.070, 0.708, 0.972, 0.990, 1.069, 0.817, 3.022, 1.000, 1.066, 0.826, 2.929
 11,  42 , 0.879, 1.061, 0.677, 0.823, 0.916, 1.067, 0.701, 1.062, 0.989, 1.064, 0.810, 3.265, 0.951, 1.064, 0.791, 3.353
 12,  42 , 0.924, 1.067, 0.699, 1.254, 0.919, 1.066, 0.701, 1.007, 0.977, 1.063, 0.799, 3.305, 0.947, 1.050, 0.810, 3.306
 13,  42 , 0.893, 1.068, 0.674, 1.124, 0.874, 1.067, 0.672, 1.161, 0.930, 1.050, 0.774, 3.589, 0.901, 1.059, 0.788, 3.491
 14,  42 , 0.903, 1.067, 0.677, 1.330, 0.845, 1.063, 0.666, 1.244, 0.924, 1.065, 0.767, 3.799, 0.867, 1.056, 0.785, 3.711
 15,  42 , 0.897, 1.066, 0.679, 1.361, 0.870, 1.067, 0.669, 1.330, 0.914, 1.054, 0.793, 4.085, 0.873, 1.045, 0.803, 3.921
test43
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  43 , 0.825, 1.075, 0.665, 0.326, 0.809, 1.071, 0.695, 0.316, 0.885, 1.127, 0.697, 5.026, 0.885, 1.127, 0.697, 5.225
 02,  43 , 0.861, 1.073, 0.715, 0.462, 0.868, 1.071, 0.709, 0.518, 0.901, 1.126, 0.731, 5.485, 0.901, 1.126, 0.731, 5.488
 03,  43 , 0.811, 1.069, 0.696, 0.448, 0.823, 1.065, 0.694, 0.495, 0.908, 1.126, 0.742, 6.168, 0.908, 1.126, 0.742, 6.070
 04,  43 , 0.843, 1.071, 0.703, 0.572, 0.851, 1.067, 0.689, 0.526, 0.910, 1.128, 0.743, 6.531, 0.910, 1.128, 0.743, 6.553
 05,  43 , 0.833, 1.068, 0.691, 0.584, 0.839, 1.074, 0.686, 0.596, 0.915, 1.127, 0.747, 7.174, 0.915, 1.127, 0.747, 7.132
 06,  43 , 0.838, 1.066, 0.694, 0.808, 0.785, 1.062, 0.658, 0.596, 0.908, 1.077, 0.792, 2.591, 0.924, 1.072, 0.815, 2.519
 07,  43 , 0.819, 1.063, 0.667, 0.751, 0.763, 1.054, 0.647, 0.827, 0.933, 1.061, 0.804, 2.609, 0.926, 1.076, 0.815, 2.522
 08,  43 , 0.793, 1.060, 0.644, 0.871, 0.762, 1.058, 0.625, 0.911, 0.937, 1.064, 0.818, 2.731, 0.925, 1.078, 0.832, 2.687
 09,  43 , 0.770, 1.056, 0.626, 0.837, 0.766, 1.058, 0.608, 0.910, 0.940, 1.074, 0.806, 2.831, 0.932, 1.072, 0.810, 2.872
 10,  43 , 0.777, 1.054, 0.615, 0.913, 0.792, 1.058, 0.626, 1.067, 0.942, 1.067, 0.813, 2.972, 0.944, 1.065, 0.814, 3.052
 11,  43 , 0.797, 1.059, 0.623, 1.146, 0.771, 1.054, 0.604, 1.077, 0.943, 1.069, 0.810, 3.134, 0.946, 1.074, 0.817, 3.096
 12,  43 , 0.802, 1.058, 0.631, 1.142, 0.807, 1.058, 0.636, 1.154, 0.946, 1.069, 0.801, 3.353, 0.947, 1.070, 0.820, 3.274
 13,  43 , 0.812, 1.059, 0.648, 1.229, 0.823, 1.060, 0.636, 1.066, 0.942, 1.076, 0.814, 3.469, 0.948, 1.062, 0.808, 3.479
 14,  43 , 0.809, 1.061, 0.633, 1.329, 0.846, 1.065, 0.670, 1.436, 0.941, 1.075, 0.797, 3.807, 0.949, 1.075, 0.805, 3.713
 15,  43 , 0.810, 1.059, 0.630, 1.240, 0.832, 1.062, 0.639, 1.221, 0.949, 1.064, 0.804, 3.967, 0.951, 1.070, 0.803, 3.845
test44
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  44 , 0.940, 1.067, 0.756, 0.408, 0.955, 1.072, 0.746, 0.388, 0.984, 1.114, 0.747, 4.915, 0.984, 1.114, 0.747, 4.884
 02,  44 , 0.962, 1.076, 0.750, 0.437, 0.950, 1.073, 0.744, 0.407, 0.985, 1.116, 0.750, 5.348, 0.985, 1.116, 0.750, 5.396
 03,  44 , 0.927, 1.069, 0.731, 0.538, 0.945, 1.075, 0.731, 0.450, 0.981, 1.115, 0.744, 5.969, 0.981, 1.115, 0.744, 5.962
 04,  44 , 0.931, 1.071, 0.730, 0.560, 0.962, 1.074, 0.737, 0.542, 0.983, 1.116, 0.746, 6.516, 0.983, 1.116, 0.746, 6.514
 05,  44 , 0.896, 1.066, 0.690, 0.450, 0.950, 1.069, 0.730, 0.585, 0.986, 1.116, 0.749, 7.035, 0.986, 1.116, 0.749, 7.057
 06,  44 , 0.889, 1.065, 0.702, 0.704, 0.940, 1.069, 0.709, 0.595, 0.982, 1.053, 0.806, 2.579, 0.984, 1.059, 0.799, 2.485
 07,  44 , 0.862, 1.064, 0.668, 0.660, 0.922, 1.070, 0.724, 0.657, 0.932, 1.053, 0.779, 2.587, 0.945, 1.052, 0.777, 2.764
 08,  44 , 0.832, 1.055, 0.657, 0.788, 0.922, 1.069, 0.726, 0.788, 0.930, 1.052, 0.801, 2.732, 0.789, 0.966, 0.811, 2.815
 09,  44 , 0.896, 1.066, 0.707, 0.910, 0.917, 1.068, 0.724, 0.776, 0.920, 1.058, 0.808, 2.863, 0.863, 1.026, 0.813, 2.958
 10,  44 , 0.945, 1.073, 0.736, 1.047, 0.965, 1.076, 0.747, 0.896, 0.983, 1.061, 0.813, 2.954, 0.939, 1.038, 0.812, 3.030
 11,  44 , 0.913, 1.072, 0.706, 0.819, 0.935, 1.072, 0.722, 0.962, 0.984, 1.066, 0.810, 3.164, 0.973, 1.056, 0.816, 3.131
 12,  44 , 0.901, 1.071, 0.685, 1.109, 0.931, 1.071, 0.704, 0.965, 0.983, 1.060, 0.810, 3.372, 0.982, 1.058, 0.806, 3.320
 13,  44 , 0.934, 1.072, 0.718, 1.142, 0.955, 1.073, 0.720, 1.132, 0.983, 1.066, 0.813, 3.556, 0.982, 1.054, 0.809, 3.566
 14,  44 , 0.947, 1.071, 0.731, 1.006, 0.959, 1.074, 0.728, 1.434, 0.983, 1.058, 0.813, 3.735, 0.983, 1.062, 0.810, 3.766
 15,  44 , 0.941, 1.073, 0.713, 1.338, 0.950, 1.073, 0.718, 1.305, 0.984, 1.068, 0.810, 3.983, 0.983, 1.061, 0.804, 3.920
test45
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  45 , 0.872, 1.071, 0.707, 0.356, 0.895, 1.076, 0.726, 0.420, 0.922, 1.110, 0.749, 4.906, 0.922, 1.110, 0.749, 4.935
 02,  45 , 0.864, 1.067, 0.706, 0.383, 0.865, 1.063, 0.712, 0.417, 0.925, 1.110, 0.764, 5.134, 0.925, 1.110, 0.764, 5.117
 03,  45 , 0.923, 1.070, 0.754, 0.545, 0.857, 1.066, 0.683, 0.419, 0.927, 1.110, 0.762, 5.653, 0.927, 1.110, 0.762, 5.583
 04,  45 , 0.906, 1.069, 0.734, 0.542, 0.851, 1.061, 0.720, 0.497, 0.928, 1.111, 0.757, 6.148, 0.928, 1.111, 0.757, 6.361
 05,  45 , 0.914, 1.066, 0.758, 0.945, 0.887, 1.065, 0.710, 0.795, 0.931, 1.111, 0.755, 6.933, 0.931, 1.111, 0.755, 6.791
 06,  45 , 0.915, 1.070, 0.744, 0.590, 0.867, 1.065, 0.696, 0.752, 0.936, 1.059, 0.806, 2.464, 0.936, 1.060, 0.815, 2.426
 07,  45 , 0.883, 1.067, 0.713, 0.591, 0.849, 1.062, 0.701, 0.587, 0.936, 1.064, 0.810, 2.558, 0.936, 1.065, 0.803, 2.522
 08,  45 , 0.975, 1.076, 0.737, 0.773, 0.849, 1.065, 0.686, 0.708, 0.931, 1.056, 0.805, 2.726, 0.935, 1.051, 0.807, 2.760
 09,  45 , 0.981, 1.073, 0.751, 0.816, 0.882, 1.067, 0.714, 0.901, 0.931, 1.063, 0.797, 2.891, 0.942, 1.056, 0.798, 2.922
 10,  45 , 0.938, 1.068, 0.717, 0.824, 0.879, 1.065, 0.694, 1.050, 0.934, 1.058, 0.799, 3.086, 0.944, 1.056, 0.809, 2.979
 11,  45 , 0.930, 1.066, 0.709, 1.008, 0.889, 1.065, 0.705, 1.057, 0.933, 1.060, 0.796, 3.249, 0.945, 1.065, 0.810, 3.162
 12,  45 , 0.947, 1.071, 0.726, 1.091, 0.972, 1.076, 0.729, 1.071, 0.997, 1.064, 0.809, 3.397, 0.991, 1.066, 0.801, 3.372
 13,  45 , 0.926, 1.071, 0.694, 1.037, 0.972, 1.076, 0.728, 1.153, 0.998, 1.062, 0.805, 3.548, 1.000, 1.061, 0.801, 3.552
 14,  45 , 0.930, 1.071, 0.697, 1.117, 0.953, 1.075, 0.716, 1.117, 0.998, 1.067, 0.801, 3.737, 1.000, 1.062, 0.802, 3.797
 15,  45 , 0.929, 1.072, 0.693, 1.218, 0.955, 1.077, 0.720, 1.317, 0.975, 1.060, 0.793, 4.042, 0.976, 1.066, 0.796, 4.011
test46
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  46 , 0.794, 1.061, 0.640, 0.372, 0.736, 1.057, 0.608, 0.283, 0.897, 1.111, 0.699, 5.162, 0.897, 1.111, 0.699, 5.137
 02,  46 , 0.786, 1.054, 0.654, 0.444, 0.754, 1.059, 0.608, 0.376, 0.903, 1.117, 0.687, 5.512, 0.903, 1.117, 0.687, 5.567
 03,  46 , 0.782, 1.053, 0.675, 0.531, 0.775, 1.062, 0.666, 0.568, 0.902, 1.120, 0.686, 6.463, 0.902, 1.120, 0.686, 7.120
 04,  46 , 0.803, 1.059, 0.703, 0.606, 0.795, 1.064, 0.717, 0.537, 0.908, 1.119, 0.688, 6.766, 0.908, 1.119, 0.688, 6.731
 05,  46 , 0.786, 1.056, 0.690, 0.688, 0.763, 1.066, 0.673, 0.541, 0.912, 1.120, 0.694, 7.413, 0.912, 1.120, 0.694, 7.365
 06,  46 , 0.780, 1.064, 0.700, 0.759, 0.773, 1.067, 0.700, 0.704, 0.902, 1.054, 0.760, 2.629, 0.882, 1.046, 0.789, 2.603
 07,  46 , 0.768, 1.063, 0.695, 0.719, 0.747, 1.066, 0.680, 0.718, 0.924, 1.061, 0.807, 2.686, 0.868, 1.051, 0.801, 2.841
 08,  46 , 0.756, 1.063, 0.672, 0.852, 0.735, 1.067, 0.667, 0.698, 0.930, 1.063, 0.812, 2.746, 0.881, 1.047, 0.811, 2.772
 09,  46 , 0.755, 1.060, 0.676, 0.906, 0.754, 1.068, 0.680, 0.976, 0.928, 1.054, 0.805, 2.796, 0.877, 1.053, 0.808, 2.897
 10,  46 , 0.730, 1.062, 0.650, 0.941, 0.739, 1.067, 0.666, 0.767, 0.900, 1.067, 0.815, 2.998, 0.829, 1.046, 0.800, 3.028
 11,  46 , 0.688, 1.057, 0.643, 0.912, 0.740, 1.063, 0.659, 1.083, 0.856, 1.049, 0.783, 3.169, 0.836, 1.054, 0.811, 3.241
 12,  46 , 0.671, 1.052, 0.635, 1.153, 0.732, 1.066, 0.654, 1.095, 0.861, 1.052, 0.799, 3.436, 0.825, 1.051, 0.801, 3.351
 13,  46 , 0.672, 1.053, 0.631, 1.249, 0.771, 1.066, 0.659, 1.238, 0.787, 1.012, 0.789, 3.603, 0.842, 1.059, 0.786, 3.655
 14,  46 , 0.668, 1.052, 0.638, 1.238, 0.759, 1.065, 0.641, 1.143, 0.846, 1.060, 0.770, 4.122, 0.850, 1.059, 0.779, 3.988
 15,  46 , 0.690, 1.058, 0.610, 1.558, 0.737, 1.067, 0.626, 1.554, 0.844, 1.048, 0.769, 4.300, 0.835, 1.032, 0.794, 4.167
test47
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  47 , 0.371, 1.034, 0.388, 0.219, 0.361, 1.029, 0.398, 0.258, 0.448, 1.117, 0.337, 6.205, 0.448, 1.117, 0.337, 6.183
 02,  47 , 0.361, 1.012, 0.423, 0.309, 0.348, 1.011, 0.438, 0.383, 0.508, 1.119, 0.361, 6.738, 0.508, 1.119, 0.361, 6.725
 03,  47 , 0.358, 1.002, 0.463, 0.383, 0.359, 0.997, 0.475, 0.412, 0.633, 1.119, 0.438, 7.183, 0.633, 1.119, 0.438, 7.236
 04,  47 , 0.349, 0.995, 0.475, 0.598, 0.341, 0.993, 0.434, 0.493, 0.721, 1.116, 0.523, 7.814, 0.721, 1.116, 0.523, 7.856
 05,  47 , 0.362, 0.995, 0.456, 0.548, 0.330, 0.988, 0.463, 0.502, 0.777, 1.118, 0.580, 8.259, 0.777, 1.118, 0.580, 8.316
 06,  47 , 0.379, 0.996, 0.528, 0.758, 0.337, 0.990, 0.436, 0.587, 0.787, 1.053, 0.689, 2.721, 0.778, 1.050, 0.710, 2.680
 07,  47 , 0.374, 0.997, 0.476, 0.715, 0.324, 0.990, 0.418, 0.625, 0.750, 1.044, 0.780, 2.734, 0.767, 1.037, 0.761, 2.785
 08,  47 , 0.396, 1.002, 0.520, 0.877, 0.335, 0.992, 0.449, 0.663, 0.743, 1.032, 0.807, 2.806, 0.779, 1.041, 0.812, 2.864
 09,  47 , 0.404, 1.006, 0.486, 0.783, 0.343, 0.997, 0.474, 0.849, 0.737, 1.046, 0.780, 2.994, 0.796, 1.042, 0.780, 2.998
 10,  47 , 0.426, 1.006, 0.506, 1.074, 0.348, 1.000, 0.478, 0.977, 0.728, 1.031, 0.785, 3.098, 0.800, 1.049, 0.802, 3.185
 11,  47 , 0.441, 1.012, 0.504, 1.130, 0.348, 1.004, 0.452, 0.902, 0.740, 1.042, 0.809, 3.266, 0.801, 1.042, 0.788, 3.307
 12,  47 , 0.492, 1.018, 0.531, 1.222, 0.371, 1.004, 0.483, 0.887, 0.758, 1.052, 0.798, 3.417, 0.822, 1.044, 0.792, 3.461
 13,  47 , 0.534, 1.028, 0.574, 1.242, 0.398, 1.012, 0.503, 1.362, 0.762, 1.056, 0.777, 3.797, 0.829, 1.061, 0.806, 3.555
 14,  47 , 0.556, 1.035, 0.580, 1.440, 0.451, 1.019, 0.516, 1.346, 0.724, 1.053, 0.798, 3.880, 0.798, 1.049, 0.795, 4.115
 15,  47 , 0.571, 1.044, 0.594, 1.758, 0.458, 1.020, 0.537, 1.453, 0.729, 1.051, 0.794, 5.833, 0.793, 1.051, 0.794, 4.366
test48
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  48 , 0.770, 1.078, 0.708, 0.657, 0.807, 1.076, 0.696, 0.604, 0.879, 1.114, 0.692, 7.598, 0.879, 1.114, 0.692, 4.939
 02,  48 , 0.770, 1.071, 0.693, 0.504, 0.781, 1.065, 0.704, 0.484, 0.918, 1.111, 0.728, 5.283, 0.918, 1.111, 0.728, 5.336
 03,  48 , 0.778, 1.066, 0.646, 0.477, 0.766, 1.066, 0.690, 0.491, 0.896, 1.112, 0.719, 5.799, 0.896, 1.112, 0.719, 5.962
 04,  48 , 0.767, 1.068, 0.620, 0.408, 0.752, 1.067, 0.618, 0.448, 0.935, 1.113, 0.731, 6.420, 0.935, 1.113, 0.731, 6.380
 05,  48 , 0.795, 1.070, 0.634, 0.641, 0.750, 1.065, 0.628, 0.599, 0.958, 1.111, 0.756, 6.920, 0.958, 1.111, 0.756, 6.855
 06,  48 , 0.775, 1.067, 0.644, 0.600, 0.757, 1.062, 0.639, 0.758, 0.963, 1.058, 0.814, 2.420, 0.960, 1.064, 0.797, 2.482
 07,  48 , 0.744, 1.058, 0.646, 0.734, 0.761, 1.068, 0.624, 0.763, 0.933, 1.051, 0.798, 2.546, 0.970, 1.055, 0.814, 2.624
 08,  48 , 0.749, 1.063, 0.623, 0.907, 0.730, 1.066, 0.632, 0.726, 0.910, 1.053, 0.793, 2.745, 0.932, 1.056, 0.821, 2.672
 09,  48 , 0.740, 1.063, 0.607, 0.763, 0.747, 1.066, 0.623, 0.843, 0.916, 1.049, 0.808, 2.843, 0.934, 1.059, 0.807, 2.804
 10,  48 , 0.732, 1.063, 0.600, 0.902, 0.712, 1.060, 0.584, 0.934, 0.881, 1.044, 0.810, 3.067, 0.889, 1.052, 0.780, 2.998
 11,  48 , 0.764, 1.063, 0.604, 0.982, 0.721, 1.059, 0.606, 0.990, 0.886, 1.047, 0.802, 3.207, 0.885, 1.047, 0.824, 3.183
 12,  48 , 0.776, 1.070, 0.639, 1.234, 0.729, 1.063, 0.622, 1.061, 0.889, 1.054, 0.809, 3.335, 0.888, 1.046, 0.808, 3.327
 13,  48 , 0.780, 1.071, 0.626, 1.038, 0.749, 1.069, 0.614, 1.217, 0.892, 1.052, 0.801, 3.509, 0.890, 1.054, 0.799, 3.526
 14,  48 , 0.773, 1.071, 0.622, 1.324, 0.757, 1.068, 0.607, 1.141, 0.895, 1.044, 0.803, 3.695, 0.893, 1.056, 0.804, 3.745
 15,  48 , 0.767, 1.075, 0.614, 1.341, 0.751, 1.068, 0.615, 1.538, 0.897, 1.054, 0.805, 3.931, 0.894, 1.057, 0.799, 3.943
test49
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  49 , 0.338, 1.037, 0.377, 0.180, 0.336, 1.036, 0.365, 0.186, 0.343, 1.122, 0.312, 0.731, 0.343, 1.122, 0.312, 0.732
 02,  49 , 0.307, 1.020, 0.410, 0.385, 0.297, 1.014, 0.390, 0.315, 0.332, 1.121, 0.305, 0.805, 0.332, 1.121, 0.305, 0.800
 03,  49 , 0.283, 1.007, 0.433, 0.336, 0.276, 1.005, 0.398, 0.417, 0.324, 1.122, 0.298, 0.871, 0.324, 1.122, 0.298, 0.874
 04,  49 , 0.308, 1.005, 0.455, 0.461, 0.299, 0.998, 0.464, 0.515, 0.347, 1.123, 0.300, 7.170, 0.347, 1.123, 0.300, 7.235
 05,  49 , 0.312, 1.000, 0.483, 0.546, 0.303, 0.994, 0.455, 0.452, 0.339, 1.123, 0.295, 8.097, 0.339, 1.123, 0.295, 8.148
 06,  49 , 0.331, 0.998, 0.500, 0.541, 0.301, 1.001, 0.465, 0.710, 0.287, 0.999, 0.398, 0.490, 0.340, 1.018, 0.426, 2.628
 07,  49 , 0.315, 0.998, 0.531, 0.773, 0.269, 1.001, 0.472, 0.543, 0.255, 0.958, 0.450, 3.138, 0.318, 0.984, 0.460, 3.050
 08,  49 , 0.329, 1.002, 0.485, 0.642, 0.287, 1.000, 0.486, 0.705, 0.256, 0.946, 0.467, 3.238, 0.320, 0.978, 0.554, 3.052
 09,  49 , 0.336, 0.999, 0.480, 0.848, 0.283, 0.996, 0.482, 0.702, 0.193, 0.930, 0.454, 3.251, 0.320, 0.964, 0.595, 3.079
 10,  49 , 0.321, 0.999, 0.478, 0.755, 0.274, 0.998, 0.478, 0.904, 0.195, 0.920, 0.461, 3.503, 0.301, 0.945, 0.611, 3.200
 11,  49 , 0.304, 1.002, 0.449, 1.061, 0.267, 0.996, 0.461, 0.968, 0.178, 0.928, 0.479, 3.611, 0.268, 0.950, 0.510, 3.637
 12,  49 , 0.322, 1.001, 0.496, 1.049, 0.263, 1.001, 0.419, 0.967, 0.158, 0.908, 0.488, 3.810, 0.259, 0.949, 0.498, 3.983
 13,  49 , 0.292, 0.998, 0.473, 1.052, 0.247, 0.998, 0.433, 0.957, 0.168, 0.909, 0.443, 4.092, 0.323, 0.959, 0.513, 4.229
 14,  49 , 0.294, 0.998, 0.479, 1.334, 0.246, 1.000, 0.423, 1.237, 0.162, 0.912, 0.451, 4.473, 0.324, 0.962, 0.572, 4.455
 15,  49 , 0.308, 0.999, 0.481, 1.431, 0.274, 0.997, 0.435, 1.210, 0.209, 0.908, 0.424, 4.802, 0.334, 0.977, 0.574, 4.808
test50
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  50 , 0.336, 1.034, 0.364, 0.220, 0.352, 1.035, 0.353, 0.226, 0.410, 1.124, 0.311, 4.828, 0.410, 1.124, 0.311, 4.811
 02,  50 , 0.354, 1.013, 0.398, 0.346, 0.324, 1.011, 0.401, 0.383, 0.404, 1.125, 0.311, 6.926, 0.404, 1.125, 0.311, 6.973
 03,  50 , 0.401, 1.004, 0.488, 0.497, 0.361, 1.004, 0.395, 0.372, 0.418, 1.127, 0.312, 7.647, 0.418, 1.127, 0.312, 8.819
 04,  50 , 0.398, 1.002, 0.502, 0.539, 0.384, 1.004, 0.425, 0.622, 0.476, 1.128, 0.331, 7.014, 0.476, 1.128, 0.331, 7.049
 05,  50 , 0.383, 0.999, 0.525, 0.589, 0.372, 1.002, 0.434, 0.501, 0.561, 1.129, 0.366, 9.174, 0.561, 1.129, 0.366, 9.278
 06,  50 , 0.390, 1.003, 0.524, 0.543, 0.359, 1.001, 0.447, 0.642, 0.590, 1.048, 0.491, 2.920, 0.598, 1.043, 0.507, 2.406
