test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 12,  40 , 0.751, 1.063, 0.603, 0.995, 0.773, 1.064, 0.603, 0.896, 0.892, 1.067, 0.775, 3.580, 0.906, 1.069, 0.775, 3.551
 13,  40 , 0.726, 1.061, 0.582, 1.055, 0.778, 1.066, 0.596, 1.172, 0.901, 1.065, 0.758, 3.788, 0.899, 1.054, 0.768, 3.953
 14,  40 , 0.752, 1.062, 0.602, 1.379, 0.773, 1.065, 0.605, 1.362, 0.897, 1.062, 0.764, 4.087, 0.906, 1.060, 0.762, 4.003
 15,  40 , 0.743, 1.061, 0.584, 1.215, 0.747, 1.062, 0.584, 1.225, 0.908, 1.062, 0.782, 4.326, 0.855, 1.065, 0.753, 4.276
test41
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  41 , 0.440, 1.061, 0.438, 0.261, 0.441, 1.064, 0.433, 0.228, 0.471, 1.130, 0.362, 6.132, 0.471, 1.130, 0.362, 6.161
 02,  41 , 0.436, 1.046, 0.477, 0.394, 0.457, 1.048, 0.508, 0.418, 0.499, 1.130, 0.368, 6.750, 0.499, 1.130, 0.368, 6.875
 03,  41 , 0.435, 1.037, 0.493, 0.477, 0.457, 1.041, 0.527, 0.470, 0.598, 1.131, 0.431, 8.135, 0.598, 1.131, 0.431, 7.239
 04,  41 , 0.421, 1.031, 0.575, 0.630, 0.465, 1.037, 0.513, 0.576, 0.695, 1.126, 0.532, 7.748, 0.695, 1.126, 0.532, 7.683
 05,  41 , 0.444, 1.028, 0.585, 0.588, 0.466, 1.038, 0.528, 0.595, 0.727, 1.124, 0.605, 8.252, 0.727, 1.124, 0.605, 8.323
 06,  41 , 0.431, 1.032, 0.527, 0.591, 0.479, 1.036, 0.560, 0.617, 0.713, 1.050, 0.701, 2.722, 0.746, 1.062, 0.715, 2.761
 07,  41 , 0.437, 1.030, 0.542, 0.634, 0.490, 1.037, 0.533, 0.660, 0.718, 1.048, 0.770, 2.733, 0.722, 1.057, 0.753, 2.724
 08,  41 , 0.442, 1.028, 0.590, 0.910, 0.487, 1.036, 0.551, 0.857, 0.752, 1.053, 0.788, 2.791, 0.723, 1.056, 0.772, 2.863
 09,  41 , 0.448, 1.031, 0.563, 0.902, 0.478, 1.031, 0.531, 0.715, 0.716, 1.046, 0.756, 2.973, 0.723, 1.050, 0.759, 2.996
 10,  41 , 0.455, 1.031, 0.559, 1.063, 0.490, 1.034, 0.528, 0.914, 0.734, 1.054, 0.762, 3.168, 0.749, 1.057, 0.760, 3.150
 11,  41 , 0.448, 1.030, 0.538, 1.108, 0.525, 1.031, 0.561, 1.146, 0.734, 1.056, 0.757, 3.276, 0.764, 1.048, 0.781, 3.317
 12,  41 , 0.459, 1.030, 0.510, 1.150, 0.540, 1.035, 0.552, 1.253, 0.778, 1.055, 0.778, 3.521, 0.773, 1.045, 0.799, 3.564
 13,  41 , 0.462, 1.029, 0.494, 1.191, 0.532, 1.039, 0.553, 1.367, 0.767, 1.049, 0.794, 3.647, 0.742, 1.039, 0.787, 3.753
 14,  41 , 0.468, 1.030, 0.501, 1.402, 0.531, 1.036, 0.552, 1.531, 0.777, 1.054, 0.801, 3.900, 0.752, 1.054, 0.784, 3.942
 15,  41 , 0.469, 1.032, 0.498, 1.490, 0.556, 1.041, 0.564, 1.558, 0.782, 1.054, 0.795, 3.987, 0.756, 1.048, 0.776, 4.170
test42
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  42 , 0.590, 1.050, 0.486, 0.315, 0.587, 1.050, 0.478, 0.251, 0.780, 1.114, 0.533, 5.867, 0.780, 1.114, 0.533, 5.893
 02,  42 , 0.566, 1.039, 0.515, 0.416, 0.602, 1.036, 0.551, 0.492, 0.937, 1.114, 0.704, 6.035, 0.937, 1.114, 0.704, 6.071
 03,  42 , 0.581, 1.035, 0.536, 0.509, 0.616, 1.028, 0.581, 0.484, 0.960, 1.112, 0.739, 6.385, 0.960, 1.112, 0.739, 6.313
 04,  42 , 0.622, 1.038, 0.551, 0.538, 0.700, 1.037, 0.627, 0.622, 0.959, 1.115, 0.736, 6.780, 0.959, 1.115, 0.736, 6.818
 05,  42 , 0.673, 1.041, 0.607, 0.657, 0.696, 1.033, 0.642, 0.633, 0.963, 1.117, 0.734, 7.577, 0.963, 1.117, 0.734, 7.707
 06,  42 , 0.759, 1.051, 0.663, 0.703, 0.808, 1.048, 0.682, 0.752, 0.972, 1.067, 0.792, 2.662, 0.961, 1.060, 0.775, 2.609
 07,  42 , 0.786, 1.054, 0.663, 0.833, 0.785, 1.052, 0.662, 0.863, 0.994, 1.065, 0.804, 2.679, 0.975, 1.057, 0.802, 2.671
 08,  42 , 0.794, 1.052, 0.663, 0.909, 0.818, 1.054, 0.692, 0.898, 0.996, 1.068, 0.809, 2.764, 0.991, 1.064, 0.805, 2.755
 09,  42 , 0.763, 1.050, 0.637, 0.904, 0.797, 1.053, 0.633, 0.786, 0.993, 1.067, 0.812, 2.882, 0.997, 1.066, 0.807, 2.854
 10,  42 , 0.768, 1.052, 0.630, 1.073, 0.846, 1.063, 0.653, 1.019, 0.999, 1.068, 0.812, 3.054, 0.986, 1.067, 0.814, 3.092
 11,  42 , 0.768, 1.054, 0.621, 0.903, 0.849, 1.060, 0.661, 1.072, 0.980, 1.056, 0.797, 3.197, 0.997, 1.063, 0.799, 3.317
 12,  42 , 0.756, 1.052, 0.612, 1.005, 0.835, 1.060, 0.651, 1.067, 0.981, 1.069, 0.802, 3.376, 0.997, 1.062, 0.814, 3.428
 13,  42 , 0.739, 1.055, 0.588, 1.349, 0.840, 1.059, 0.640, 1.159, 0.980, 1.067, 0.813, 3.542, 0.997, 1.066, 0.804, 3.579
 14,  42 , 0.741, 1.053, 0.591, 1.476, 0.827, 1.059, 0.624, 1.371, 0.981, 1.065, 0.805, 3.755, 0.997, 1.057, 0.798, 3.831
 15,  42 , 0.744, 1.052, 0.578, 1.450, 0.823, 1.057, 0.623, 1.547, 0.983, 1.060, 0.803, 3.959, 0.997, 1.068, 0.796, 4.017
test43
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  43 , 0.502, 1.062, 0.453, 0.283, 0.489, 1.061, 0.441, 0.288, 0.566, 1.136, 0.412, 5.992, 0.566, 1.136, 0.412, 6.049
 02,  43 , 0.490, 1.049, 0.458, 0.368, 0.490, 1.048, 0.467, 0.380, 0.598, 1.137, 0.422, 7.060, 0.598, 1.137, 0.422, 7.825
 03,  43 , 0.483, 1.044, 0.479, 0.639, 0.471, 1.037, 0.496, 0.580, 0.641, 1.141, 0.459, 8.916, 0.641, 1.141, 0.459, 7.454
 04,  43 , 0.463, 1.037, 0.529, 0.512, 0.455, 1.034, 0.495, 0.509, 0.753, 1.142, 0.557, 8.033, 0.753, 1.142, 0.557, 7.990
 05,  43 , 0.451, 1.031, 0.536, 0.612, 0.443, 1.029, 0.484, 0.606, 0.831, 1.141, 0.645, 8.869, 0.831, 1.141, 0.645, 8.410
 06,  43 , 0.503, 1.042, 0.513, 0.744, 0.462, 1.031, 0.486, 0.683, 0.837, 1.079, 0.747, 2.818, 0.831, 1.089, 0.754, 2.758
 07,  43 , 0.465, 1.037, 0.503, 0.660, 0.448, 1.035, 0.488, 0.774, 0.846, 1.077, 0.727, 2.865, 0.800, 1.073, 0.723, 2.891
 08,  43 , 0.464, 1.039, 0.477, 0.787, 0.437, 1.033, 0.482, 0.802, 0.851, 1.079, 0.783, 2.990, 0.807, 1.071, 0.744, 3.225
 09,  43 , 0.453, 1.038, 0.455, 0.978, 0.455, 1.036, 0.462, 1.206, 0.860, 1.073, 0.763, 3.143, 0.818, 1.071, 0.743, 3.216
 10,  43 , 0.467, 1.041, 0.472, 1.043, 0.483, 1.041, 0.473, 0.923, 0.823, 1.074, 0.752, 3.365, 0.817, 1.080, 0.740, 3.421
 11,  43 , 0.468, 1.039, 0.456, 1.366, 0.516, 1.045, 0.478, 1.187, 0.832, 1.073, 0.747, 3.629, 0.821, 1.073, 0.753, 3.556
 12,  43 , 0.485, 1.045, 0.468, 1.190, 0.520, 1.047, 0.490, 1.182, 0.839, 1.069, 0.758, 3.684, 0.764, 1.047, 0.770, 3.668
 13,  43 , 0.509, 1.043, 0.474, 1.166, 0.535, 1.050, 0.493, 1.262, 0.853, 1.070, 0.757, 3.967, 0.728, 1.022, 0.740, 4.014
 14,  43 , 0.536, 1.047, 0.486, 1.476, 0.547, 1.053, 0.491, 1.448, 0.833, 1.066, 0.771, 4.098, 0.823, 1.068, 0.735, 4.379
 15,  43 , 0.529, 1.055, 0.476, 1.459, 0.544, 1.053, 0.489, 1.341, 0.839, 1.068, 0.780, 4.387, 0.815, 1.067, 0.763, 4.447
test44
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  44 , 0.798, 1.079, 0.682, 0.312, 0.800, 1.083, 0.666, 0.355, 0.832, 1.122, 0.689, 5.442, 0.832, 1.122, 0.689, 5.443
 02,  44 , 0.775, 1.075, 0.647, 0.378, 0.798, 1.073, 0.682, 0.390, 0.837, 1.121, 0.695, 5.866, 0.837, 1.121, 0.695, 5.870
 03,  44 , 0.790, 1.076, 0.662, 0.462, 0.815, 1.074, 0.682, 0.541, 0.852, 1.122, 0.700, 6.991, 0.852, 1.122, 0.700, 6.641
 04,  44 , 0.808, 1.075, 0.686, 0.602, 0.825, 1.071, 0.666, 0.500, 0.859, 1.120, 0.699, 6.965, 0.859, 1.120, 0.699, 6.965
 05,  44 , 0.813, 1.076, 0.705, 0.543, 0.835, 1.075, 0.695, 0.587, 0.862, 1.120, 0.702, 7.586, 0.862, 1.120, 0.702, 7.572
 06,  44 , 0.784, 1.071, 0.664, 0.439, 0.822, 1.075, 0.714, 0.538, 0.894, 1.064, 0.773, 2.651, 0.774, 1.063, 0.805, 2.641
 07,  44 , 0.803, 1.077, 0.682, 0.788, 0.783, 1.070, 0.647, 0.661, 0.862, 1.061, 0.768, 2.791, 0.844, 1.052, 0.779, 2.747
 08,  44 , 0.815, 1.081, 0.681, 0.707, 0.822, 1.071, 0.666, 0.721, 0.871, 1.060, 0.775, 2.903, 0.865, 1.055, 0.779, 2.888
 09,  44 , 0.794, 1.078, 0.660, 0.767, 0.780, 1.068, 0.633, 0.774, 0.890, 1.067, 0.775, 3.025, 0.877, 1.063, 0.806, 2.954
 10,  44 , 0.778, 1.075, 0.637, 0.841, 0.798, 1.071, 0.628, 0.988, 0.888, 1.065, 0.767, 3.187, 0.856, 1.067, 0.790, 3.101
 11,  44 , 0.752, 1.067, 0.642, 0.916, 0.788, 1.069, 0.620, 1.061, 0.911, 1.063, 0.776, 3.404, 0.897, 1.064, 0.774, 3.332
 12,  44 , 0.727, 1.062, 0.610, 0.991, 0.781, 1.064, 0.617, 1.124, 0.768, 1.051, 0.796, 3.527, 0.856, 1.055, 0.767, 3.564
 13,  44 , 0.756, 1.068, 0.626, 1.333, 0.757, 1.060, 0.617, 1.139, 0.799, 1.054, 0.771, 3.775, 0.905, 1.065, 0.790, 3.763
 14,  44 , 0.798, 1.070, 0.636, 1.235, 0.786, 1.065, 0.616, 1.437, 0.872, 1.061, 0.786, 3.985, 0.916, 1.064, 0.778, 3.960
 15,  44 , 0.844, 1.072, 0.650, 1.469, 0.781, 1.062, 0.608, 1.471, 0.910, 1.066, 0.794, 4.080, 0.926, 1.064, 0.799, 4.161
test45
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  45 , 0.352, 1.029, 0.383, 0.288, 0.366, 1.030, 0.423, 0.256, 0.460, 1.104, 0.376, 6.011, 0.460, 1.104, 0.376, 5.963
 02,  45 , 0.338, 1.012, 0.492, 0.460, 0.376, 1.013, 0.502, 0.376, 0.602, 1.104, 0.501, 6.354, 0.602, 1.104, 0.501, 6.402
 03,  45 , 0.361, 1.004, 0.503, 0.454, 0.364, 1.006, 0.545, 0.497, 0.751, 1.106, 0.633, 7.051, 0.751, 1.106, 0.633, 6.615
 04,  45 , 0.378, 0.996, 0.505, 0.564, 0.371, 1.004, 0.572, 0.491, 0.762, 1.107, 0.651, 6.956, 0.762, 1.107, 0.651, 6.943
 05,  45 , 0.400, 1.003, 0.497, 0.582, 0.391, 1.004, 0.598, 0.587, 0.771, 1.109, 0.655, 7.674, 0.771, 1.109, 0.655, 7.679
 06,  45 , 0.410, 1.003, 0.469, 0.602, 0.404, 1.011, 0.582, 0.690, 0.799, 1.046, 0.762, 2.557, 0.797, 1.055, 0.750, 2.566
 07,  45 , 0.412, 1.005, 0.464, 0.729, 0.384, 1.012, 0.567, 0.835, 0.763, 1.050, 0.805, 2.651, 0.730, 1.048, 0.762, 2.755
 08,  45 , 0.420, 1.011, 0.457, 0.848, 0.383, 1.015, 0.540, 0.778, 0.771, 1.043, 0.823, 2.773, 0.702, 1.038, 0.746, 2.787
 09,  45 , 0.503, 1.017, 0.480, 0.841, 0.441, 1.025, 0.587, 0.982, 0.778, 1.046, 0.818, 2.820, 0.724, 1.039, 0.802, 2.956
 10,  45 , 0.517, 1.023, 0.482, 1.056, 0.455, 1.033, 0.534, 1.076, 0.756, 1.035, 0.801, 2.965, 0.709, 1.036, 0.817, 3.049
 11,  45 , 0.498, 1.032, 0.476, 1.152, 0.477, 1.036, 0.575, 1.154, 0.715, 1.041, 0.792, 3.240, 0.689, 1.025, 0.781, 3.296
 12,  45 , 0.502, 1.032, 0.450, 1.258, 0.516, 1.040, 0.620, 1.252, 0.682, 1.041, 0.788, 3.426, 0.665, 1.037, 0.767, 3.517
 13,  45 , 0.524, 1.037, 0.447, 1.335, 0.508, 1.037, 0.575, 1.253, 0.661, 1.045, 0.779, 3.653, 0.639, 1.033, 0.788, 3.772
 14,  45 , 0.591, 1.047, 0.519, 1.466, 0.501, 1.036, 0.581, 1.456, 0.655, 1.050, 0.770, 3.919, 0.638, 1.035, 0.769, 3.965
 15,  45 , 0.667, 1.056, 0.576, 1.566, 0.551, 1.042, 0.574, 1.585, 0.637, 1.042, 0.797, 3.936, 0.644, 1.037, 0.792, 4.085
test46
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  46 , 0.426, 1.054, 0.446, 0.289, 0.434, 1.051, 0.446, 0.257, 0.534, 1.121, 0.412, 5.955, 0.534, 1.121, 0.412, 5.979
 02,  46 , 0.439, 1.043, 0.509, 0.391, 0.433, 1.042, 0.547, 0.501, 0.705, 1.123, 0.537, 6.350, 0.705, 1.123, 0.537, 6.375
 03,  46 , 0.463, 1.037, 0.604, 0.464, 0.459, 1.033, 0.568, 0.493, 0.805, 1.130, 0.637, 6.423, 0.805, 1.130, 0.637, 7.026
 04,  46 , 0.491, 1.038, 0.591, 0.623, 0.470, 1.041, 0.578, 0.628, 0.823, 1.132, 0.632, 7.059, 0.823, 1.132, 0.632, 7.030
 05,  46 , 0.490, 1.036, 0.567, 0.598, 0.473, 1.042, 0.633, 0.640, 0.783, 1.132, 0.614, 7.857, 0.783, 1.132, 0.614, 7.864
 06,  46 , 0.560, 1.055, 0.577, 0.747, 0.496, 1.052, 0.603, 0.706, 0.690, 1.070, 0.759, 2.710, 0.646, 1.063, 0.713, 2.773
 07,  46 , 0.546, 1.054, 0.525, 0.725, 0.500, 1.048, 0.558, 0.766, 0.609, 1.045, 0.749, 2.765, 0.684, 1.070, 0.700, 2.821
 08,  46 , 0.568, 1.056, 0.551, 0.734, 0.500, 1.046, 0.541, 0.718, 0.653, 1.056, 0.793, 2.938, 0.679, 1.060, 0.737, 2.980
 09,  46 , 0.567, 1.061, 0.518, 0.710, 0.533, 1.050, 0.539, 0.907, 0.704, 1.068, 0.738, 3.071, 0.698, 1.071, 0.732, 3.073
 10,  46 , 0.548, 1.063, 0.499, 0.900, 0.535, 1.055, 0.518, 0.983, 0.661, 1.060, 0.719, 3.303, 0.655, 1.059, 0.724, 3.274
 11,  46 , 0.558, 1.063, 0.521, 1.166, 0.534, 1.063, 0.514, 1.161, 0.646, 1.059, 0.800, 3.433, 0.730, 1.072, 0.722, 3.463
 12,  46 , 0.555, 1.060, 0.534, 0.904, 0.533, 1.059, 0.486, 1.003, 0.672, 1.071, 0.755, 3.563, 0.781, 1.062, 0.720, 3.668
 13,  46 , 0.569, 1.066, 0.531, 1.159, 0.519, 1.057, 0.517, 1.230, 0.739, 1.066, 0.764, 3.787, 0.713, 1.063, 0.762, 3.842
 14,  46 , 0.573, 1.070, 0.532, 1.121, 0.531, 1.060, 0.490, 1.048, 0.774, 1.071, 0.798, 3.835, 0.743, 1.071, 0.763, 3.975
 15,  46 , 0.581, 1.067, 0.514, 1.341, 0.551, 1.060, 0.508, 1.350, 0.653, 1.061, 0.783, 4.047, 0.687, 1.065, 0.733, 4.320
test47
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  47 , 0.977, 1.079, 0.754, 0.317, 0.979, 1.077, 0.757, 0.372, 0.994, 1.114, 0.770, 4.669, 0.994, 1.114, 0.770, 4.663
 02,  47 , 0.981, 1.077, 0.764, 0.439, 0.930, 1.071, 0.725, 0.378, 0.997, 1.115, 0.770, 5.069, 0.997, 1.115, 0.770, 5.086
 03,  47 , 0.978, 1.079, 0.750, 0.508, 0.913, 1.072, 0.704, 0.459, 0.997, 1.117, 0.774, 5.428, 0.997, 1.117, 0.774, 5.445
 04,  47 , 0.945, 1.078, 0.756, 0.500, 0.940, 1.070, 0.732, 0.589, 0.942, 1.117, 0.772, 6.038, 0.942, 1.117, 0.772, 5.983
 05,  47 , 0.887, 1.074, 0.721, 0.504, 0.972, 1.074, 0.759, 0.657, 0.945, 1.117, 0.774, 6.403, 0.945, 1.117, 0.774, 6.431
 06,  47 , 0.881, 1.072, 0.701, 0.545, 0.972, 1.074, 0.762, 0.604, 0.945, 1.056, 0.807, 1.945, 0.947, 1.070, 0.820, 2.379
 07,  47 , 0.927, 1.078, 0.749, 0.835, 0.939, 1.066, 0.740, 0.636, 0.950, 1.077, 0.826, 2.582, 0.948, 1.068, 0.816, 2.506
 08,  47 , 0.938, 1.074, 0.728, 0.756, 0.972, 1.072, 0.755, 0.894, 0.951, 1.060, 0.817, 2.698, 0.951, 1.058, 0.812, 2.723
 09,  47 , 0.946, 1.071, 0.742, 0.792, 0.976, 1.072, 0.752, 0.837, 0.952, 1.062, 0.812, 2.783, 0.952, 1.058, 0.814, 2.782
 10,  47 , 0.936, 1.076, 0.730, 0.949, 0.960, 1.071, 0.737, 0.844, 0.954, 1.067, 0.810, 2.986, 0.954, 1.063, 0.812, 3.013
 11,  47 , 0.923, 1.071, 0.702, 1.127, 0.958, 1.071, 0.733, 0.903, 0.955, 1.051, 0.824, 3.070, 0.955, 1.072, 0.819, 3.144
 12,  47 , 0.899, 1.075, 0.676, 0.986, 0.939, 1.071, 0.714, 1.025, 0.954, 1.059, 0.807, 3.325, 0.954, 1.064, 0.815, 3.348
 13,  47 , 0.917, 1.074, 0.717, 1.152, 0.949, 1.073, 0.719, 1.123, 0.949, 1.060, 0.812, 3.522, 0.949, 1.059, 0.813, 3.588
 14,  47 , 0.919, 1.073, 0.717, 1.090, 0.929, 1.072, 0.713, 1.197, 0.950, 1.054, 0.806, 3.645, 0.943, 1.060, 0.809, 3.728
 15,  47 , 0.884, 1.069, 0.694, 1.314, 0.921, 1.074, 0.706, 1.341, 0.951, 1.058, 0.799, 3.939, 0.951, 1.063, 0.801, 4.089
test48
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  48 , 0.799, 1.062, 0.628, 0.395, 0.776, 1.056, 0.638, 0.353, 0.924, 1.109, 0.746, 5.090, 0.924, 1.109, 0.746, 5.117
 02,  48 , 0.825, 1.057, 0.702, 0.489, 0.726, 1.048, 0.674, 0.451, 0.925, 1.109, 0.761, 5.079, 0.925, 1.109, 0.761, 5.093
 03,  48 , 0.772, 1.058, 0.671, 0.450, 0.695, 1.048, 0.621, 0.543, 0.924, 1.110, 0.754, 5.682, 0.924, 1.110, 0.754, 5.834
 04,  48 , 0.776, 1.058, 0.666, 0.461, 0.715, 1.045, 0.595, 0.598, 0.922, 1.112, 0.747, 6.975, 0.922, 1.112, 0.747, 10.831
 05,  48 , 0.733, 1.054, 0.639, 0.912, 0.726, 1.050, 0.636, 0.916, 0.924, 1.113, 0.750, 7.230, 0.924, 1.113, 0.750, 7.047
 06,  48 , 0.724, 1.048, 0.647, 0.712, 0.795, 1.058, 0.670, 0.772, 0.925, 1.067, 0.819, 2.514, 0.913, 1.055, 0.792, 1.965
 07,  48 , 0.694, 1.042, 0.621, 0.768, 0.795, 1.058, 0.678, 0.884, 0.930, 1.061, 0.800, 2.636, 0.925, 1.058, 0.790, 2.613
 08,  48 , 0.750, 1.051, 0.676, 0.957, 0.796, 1.060, 0.679, 0.892, 0.928, 1.063, 0.808, 2.791, 0.921, 1.065, 0.793, 2.826
 09,  48 , 0.752, 1.053, 0.674, 0.929, 0.790, 1.056, 0.674, 0.925, 0.896, 1.054, 0.795, 2.876, 0.929, 1.057, 0.797, 2.928
 10,  48 , 0.746, 1.055, 0.683, 0.997, 0.804, 1.059, 0.682, 1.067, 0.892, 1.063, 0.799, 3.100, 0.916, 1.054, 0.792, 3.162
 11,  48 , 0.725, 1.052, 0.665, 1.004, 0.814, 1.059, 0.694, 1.003, 0.899, 1.068, 0.803, 3.305, 0.928, 1.053, 0.808, 3.238
 12,  48 , 0.693, 1.050, 0.628, 0.967, 0.797, 1.056, 0.660, 1.162, 0.895, 1.056, 0.804, 3.451, 0.937, 1.058, 0.797, 3.464
 13,  48 , 0.704, 1.049, 0.622, 1.161, 0.825, 1.061, 0.676, 1.356, 0.899, 1.057, 0.803, 3.570, 0.939, 1.058, 0.791, 3.795
 14,  48 , 0.687, 1.054, 0.602, 1.489, 0.826, 1.060, 0.676, 1.225, 0.898, 1.060, 0.797, 3.844, 0.938, 1.059, 0.803, 3.949
 15,  48 , 0.700, 1.055, 0.617, 1.560, 0.832, 1.060, 0.647, 1.315, 0.897, 1.066, 0.794, 4.113, 0.945, 1.065, 0.798, 4.107
test49
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  49 , 0.796, 1.068, 0.614, 0.289, 0.818, 1.071, 0.624, 0.355, 0.957, 1.120, 0.738, 5.179, 0.957, 1.120, 0.738, 5.241
 02,  49 , 0.806, 1.061, 0.636, 0.441, 0.807, 1.058, 0.645, 0.461, 0.973, 1.121, 0.752, 5.358, 0.973, 1.121, 0.752, 5.339
 03,  49 , 0.812, 1.064, 0.642, 0.462, 0.819, 1.060, 0.648, 0.533, 0.975, 1.119, 0.758, 6.638, 0.975, 1.119, 0.758, 5.781
 04,  49 , 0.836, 1.057, 0.677, 0.632, 0.833, 1.061, 0.640, 0.544, 0.983, 1.119, 0.753, 6.342, 0.983, 1.119, 0.753, 6.321
 05,  49 , 0.875, 1.062, 0.704, 0.644, 0.859, 1.064, 0.656, 0.647, 0.987, 1.121, 0.756, 6.885, 0.987, 1.121, 0.756, 6.888
 06,  49 , 0.878, 1.069, 0.688, 0.650, 0.930, 1.072, 0.717, 0.765, 0.989, 1.076, 0.804, 2.114, 0.987, 1.072, 0.811, 2.515
 07,  49 , 0.842, 1.065, 0.663, 0.712, 0.933, 1.077, 0.707, 0.770, 0.988, 1.077, 0.799, 2.585, 0.996, 1.062, 0.808, 2.633
 08,  49 , 0.829, 1.066, 0.700, 0.788, 0.887, 1.075, 0.701, 0.656, 0.940, 1.066, 0.795, 2.802, 0.932, 1.077, 0.809, 2.749
 09,  49 , 0.847, 1.068, 0.712, 0.931, 0.894, 1.075, 0.705, 0.836, 0.990, 1.063, 0.819, 2.865, 0.991, 1.063, 0.811, 2.824
 10,  49 , 0.847, 1.069, 0.708, 0.899, 0.906, 1.073, 0.693, 0.984, 0.935, 1.073, 0.810, 3.016, 0.952, 1.054, 0.776, 3.047
 11,  49 , 0.815, 1.062, 0.689, 1.001, 0.930, 1.076, 0.714, 0.965, 0.937, 1.069, 0.817, 3.039, 0.944, 1.061, 0.810, 3.194
 12,  49 , 0.818, 1.061, 0.674, 1.164, 0.908, 1.072, 0.698, 1.181, 0.930, 1.070, 0.820, 3.322, 0.913, 1.062, 0.810, 3.334
 13,  49 , 0.826, 1.064, 0.687, 1.254, 0.913, 1.074, 0.701, 1.159, 0.924, 1.067, 0.814, 3.573, 0.915, 1.062, 0.803, 3.522
 14,  49 , 0.835, 1.064, 0.706, 1.438, 0.919, 1.076, 0.690, 1.335, 0.926, 1.067, 0.816, 3.674, 0.918, 1.057, 0.809, 3.691
 15,  49 , 0.837, 1.065, 0.698, 1.351, 0.922, 1.076, 0.693, 1.340, 0.928, 1.062, 0.815, 3.877, 0.920, 1.055, 0.806, 3.909
test50
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  50 , 0.665, 1.041, 0.535, 0.287, 0.654, 1.039, 0.530, 0.248, 0.750, 1.105, 0.541, 5.775, 0.750, 1.105, 0.541, 5.760
 02,  50 , 0.658, 1.034, 0.581, 0.494, 0.676, 1.024, 0.582, 0.489, 0.978, 1.110, 0.731, 6.351, 0.978, 1.110, 0.731, 6.014
 03,  50 , 0.670, 1.032, 0.609, 0.466, 0.696, 1.025, 0.621, 0.539, 0.991, 1.110, 0.754, 6.027, 0.991, 1.110, 0.754, 6.021
 04,  50 , 0.682, 1.029, 0.615, 0.637, 0.725, 1.030, 0.661, 0.585, 0.993, 1.109, 0.755, 6.546, 0.993, 1.109, 0.755, 6.464
 05,  50 , 0.703, 1.031, 0.608, 0.612, 0.746, 1.036, 0.640, 0.610, 0.994, 1.111, 0.755, 6.968, 0.994, 1.111, 0.755, 6.978
 06,  50 , 0.758, 1.041, 0.635, 0.606, 0.775, 1.038, 0.671, 0.699, 0.989, 1.055, 0.805, 2.557, 0.997, 1.064, 0.808, 2.531
 07,  50 , 0.755, 1.038, 0.660, 0.790, 0.788, 1.039, 0.658, 0.670, 0.997, 1.058, 0.807, 2.642, 0.999, 1.053, 0.813, 2.635
 08,  50 , 0.767, 1.044, 0.640, 0.855, 0.785, 1.042, 0.667, 0.873, 0.994, 1.062, 0.801, 2.768, 0.997, 1.061, 0.803, 2.734
 09,  50 , 0.735, 1.041, 0.619, 0.847, 0.760, 1.044, 0.629, 0.770, 0.942, 1.058, 0.804, 2.915, 0.933, 1.052, 0.812, 2.926
 10,  50 , 0.746, 1.042, 0.640, 1.031, 0.803, 1.049, 0.656, 1.018, 0.942, 1.059, 0.790, 3.047, 0.935, 1.057, 0.804, 3.036
